schedule_code,item_number,primary_name,substance,reason
MDA-Sch1-Part1-ClassA,69,"4-Methyl-5-(4-methylphenyl)-4,5-dihydro-1,3-oxazol-2-amine","4-Methyl-5-(4-methylphenyl)-4,5-dihydro-1,3-oxazol-2-amine (also known as 4,4’-Dimethylaminorex, 4,4’‑DMAR or para‑methyl‑4‑methylaminorex) and its methyl positional isomers in the phenyl ring",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,70,N-Methyl-1-(4-methylphenyl)propan-2-amine,N-Methyl-1-(4-methylphenyl)propan-2-amine (also known as 4‑Methylmethamphetamine or 4-MMA) and its methyl positional isomers in the phenyl ring,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,70A,1-(2-Methyl-4-(3-phenyl-prop-2-en-1-yl)-piperazin-1-yl)-1-butanone,1-(2-Methyl-4-(3-phenyl-prop-2-en-1-yl)-piperazin-1-yl)-1-butanone (also known as 2-methyl-AP-237 or 2-methyl buccinazine) and its methyl positional isomers in the piperazinyl ring,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,72,N-Methyl-1-(thiophen-2-yl)propan-2-amine,N-Methyl-1-(thiophen-2-yl)propan-2-amine (also known as methiopropamine) and its thiophen-3-yl isomer,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,73,"1-(4-Methylbenzo-1,3-dioxol-6-yl)propan-2-amine","1-(4-Methylbenzo-1,3-dioxol-6-yl)propan-2-amine (also known as 5‑methyl-MDA or 5-methyl-3,4-methylenedioxyamphetamine)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,75,Naphthalen-1-yl(4-pentyloxynaphthalen-1-yl)methanone,Naphthalen-1-yl(4-pentyloxynaphthalen-1-yl)methanone (also known as CB-13),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,75AA,5-Nitro-2-(4-isopropoxybenzyl)-1-[2-(pyrrolidin-1-yl)ethyl]-1H-benzo[d]imidazole,5-Nitro-2-(4-isopropoxybenzyl)-1-[2-(pyrrolidin-1-yl)ethyl]-1H-benzo[d]imidazole (also known as N-pyrrolidino isotonitazene or isotonitazepyne) and its isopropoxy structural isomers and their respective isopropoxy positional isomers in the phenyl ring and nitro positional isomers in the 6-membered ring of the benzimidazole structure,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,75A,"2-(1-Pentyl-2-oxo-1,2-dihydro-3H-indol-3-ylidene)benzohydrazide","2-(1-Pentyl-2-oxo-1,2-dihydro-3H-indol-3-ylidene)benzohydrazide (also known as N’-(1-Pentyl-2-oxoindolin-3-ylidene)benzohydrazide or BZO-POXIZID or MDA-19 pentyl analogue or 5C-MDA-19)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,76,2-Phenyl-2-(methylamino)cyclohexanone,2-Phenyl-2-(methylamino)cyclohexanone (also known as Deschloroketamine),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,76A,1-Phenyl-2-phenyl-2-(1-pyrrolidinyl)ethanone,1-Phenyl-2-phenyl-2-(1-pyrrolidinyl)ethanone (also known as α-Pyrrolidino-2-phenylacetophenone or α-D2PV),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,77,"2-(2-Phenylpropan-2-yl)-5-pentyl-pyrido[4,3-b]indol-1-one","2-(2-Phenylpropan-2-yl)-5-pentyl-pyrido[4,3-b]indol-1-one (also known as 2-Cumyl-5-pentylgamma-carbolin-1-one or cumyl‑PEGACLONE or SGT-151) and its phenylpropyl isomers",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,78,"5-[(2-Phenylpropan-2-yl)-pyrido[4,3-b]indol-1-one-yl]pentanoic acid","5-[(2-Phenylpropan-2-yl)-pyrido[4,3-b]indol-1-one-yl]pentanoic acid and its phenylpropyl isomers",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,78A,2-(4-Propoxybenzyl)-5-nitro-1-(2-pyrrolidin-1-ylethyl)-1H-benzo[d] imidazole,2-(4-Propoxybenzyl)-5-nitro-1-(2-pyrrolidin-1-ylethyl)-1H-benzo[d] imidazole (also known as protonitazepyne or N-pyrrolidino protonitazene) and its propoxy structural isomers and their respective propoxy positional isomers in the phenyl ring and nitro positional isomers in the 6-membered ring of the benzimidazole structure,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,80,"2,4,5-Trimethoxy-α-methylphenethylamine","2,4,5-Trimethoxy-α-methylphenethylamine (also known as 2,4,5‑Trimethoxyamphetamine or TMA‑2) and its trimethoxy positional isomers in the phenyl ring",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,1,"4-Acetoxy-N,N-diisopropyltryptamine","4-Acetoxy-N,N-diisopropyltryptamine (also known as 4‑Acetoxy‑DiPT or 4-AcO-DiPT)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,2,"4-Acetoxy-N,N-dimethyltryptamine","4-Acetoxy-N,N-dimethyltryptamine (also known as 4-Acetoxy-DMT or 4-AcO-DMT)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,3,5-Benzyloxytryptamine,5-Benzyloxytryptamine,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,4,"5-Bromo-N,N-dimethyltryptamine","5-Bromo-N,N-dimethyltryptamine (also known as 5-Bromo-DMT)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,5,5-Bromotryptamine,5-Bromotryptamine,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,6,5-Chloro-α-methyltryptamine,5-Chloro-α-methyltryptamine (also known as 5-Chloro-AMT),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,7,5-Chlorotryptamine,5-Chlorotryptamine,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,8,"N,N-Diallyltryptamine","N,N-Diallyltryptamine",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,10,"N,N-Diisopropyltryptamine","N,N-Diisopropyltryptamine",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,10A,"5,6-Dimethoxy-N,N-diisopropyltryptamine","5,6-Dimethoxy-N,N-diisopropyltryptamine (also known as 5,6-Dimethoxy-DiPT or 5,6-MeO-DiPT)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,12,"N,N-Dipropyltryptamine","N,N-Dipropyltryptamine",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,14,"5-Fluoro-N,N-dimethyltryptamine","5-Fluoro-N,N-dimethyltryptamine (also known as 5-Fluoro-DMT)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,15,5-Fluoro-α-methyltryptamine,5-Fluoro-α-methyltryptamine (also known as 5-Fluoro-AMT),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,16,5-Fluorotryptamine,5-Fluorotryptamine,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,17,"4-Hydroxy-N,N-diethyltryptamine","4-Hydroxy-N,N-diethyltryptamine (also known as 4-Hydroxy-DET or 4-HO-DET)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,18,"4-Hydroxy-N,N-diisopropyltryptamine","4-Hydroxy-N,N-diisopropyltryptamine (also known as 4‑Hydroxy‑DiPT or 4-HO-DiPT)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,20,4-Hydroxy-N-methyl-N-ethyltryptamine,4-Hydroxy-N-methyl-N-ethyltryptamine (also known as 4‑Hydroxy‑MET or 4-HO-MET),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,21,4-Hydroxy-N-methyl-N-isopropyltryptamine,4-Hydroxy-N-methyl-N-isopropyltryptamine (also known as 4‑Hydroxy-MiPT or 4-HO-MiPT),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,22,4-Hydroxy-α-methyltryptamine,4-Hydroxy-α-methyltryptamine (also known as 4-Hydroxy-AMT or 4‑HO-AMT),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,23,5-Hydroxy-N-methyltryptamine,5-Hydroxy-N-methyltryptamine (also known as 5-Hydroxy-NMT or 5‑HO-NMT),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,25,"5-Methoxy-N,N-diallyltryptamine","5-Methoxy-N,N-diallyltryptamine (also known as 5-Methoxy-DALT or 5-MeO-DALT)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,26,"5-Methoxy-N,N-diethyltryptamine","5-Methoxy-N,N-diethyltryptamine (also known as 5-Methoxy-DET or 5-MeO-DET)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,29,"5-Methoxy-N,N-dipropyltryptamine","5-Methoxy-N,N-dipropyltryptamine (also known as 5-Methoxy-DPT or 5-MeO-DPT)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,30,5-Methoxy-N-ethyl-N-isopropyltryptamine,5-Methoxy-N-ethyl-N-isopropyltryptamine (also known as 5-Methoxy-EiPT or 5-MeO-EiPT),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,31,5-Methoxy-N-ethyl-N-propyltryptamine,5-Methoxy-N-ethyl-N-propyltryptamine (also known as 5-Methoxy-EPT or 5-MeO-EPT),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,32,5-Methoxy-α-ethyltryptamine,5-Methoxy-α-ethyltryptamine (also known as 5-Methoxy-AET or 5‑MeO-AET),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,33,5-Methoxy-N-methyl-N-isopropyltryptamine,5-Methoxy-N-methyl-N-isopropyltryptamine (also known as 5‑Methoxy-MiPT or 5-MeO-MiPT),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,34,5-Methoxy-α-methyltryptamine,5-Methoxy-α-methyltryptamine (also known as 5-Methoxy-AMT or 5‑MeO-AMT),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,35,5-Methoxy-N-methyltryptamine,5-Methoxy-N-methyltryptamine (also known as 5-Methoxy-NMT or 5‑MeO-NMT),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,36,4-Methyl-α-ethyltryptamine,4-Methyl-α-ethyltryptamine (also known as 4-Methyl-AET),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,36A,N-Methyl-N-isopropyltryptamine,N-Methyl-N-isopropyltryptamine (also known as MiPT),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,37,5-Methyltryptamine,5-Methyltryptamine,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,38,α-Methyltryptamine,α-Methyltryptamine,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,39,N-Methyltryptamine,N-Methyltryptamine,resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,1,[1-(5-Bromopent-1-yl)-1H-indazol-3-yl](naphthalene-1-yl) methanone,[1-(5-Bromopent-1-yl)-1H-indazol-3-yl](naphthalene-1-yl) methanone (also known as 5-Bromo-THJ-018),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,2,"[1-(5-Bromopent-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone","[1-(5-Bromopent-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone (also known as 5-Bromo-UR-144)",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,3,[1-(5-Chloropent-1-yl)-1H-indazol-3-yl](naphthalen-1-yl)methanone,[1-(5-Chloropent-1-yl)-1H-indazol-3-yl](naphthalen-1-yl)methanone (also known as 5-Chloro-THJ-018),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,4,"[1-(5-Chloropent-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone","[1-(5-Chloropent-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone (also known as 5-Chloro-UR-144)",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,5,"[1-(4-Fluorobenzyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl) methanone","[1-(4-Fluorobenzyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl) methanone (also known as FUB-144 or FUB‑UR-144)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,6,[1-(5-Fluoropent-1-yl)-1H-benzimidazol-2-yl](naphthalen-1-yl) methanone,[1-(5-Fluoropent-1-yl)-1H-benzimidazol-2-yl](naphthalen-1-yl) methanone (also known as FUBIMINA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,7,[1-(5-Fluoropent-1-yl)-1H-indazol-3-yl](naphthalen-1-yl)methanone,[1-(5-Fluoropent-1-yl)-1H-indazol-3-yl](naphthalen-1-yl)methanone (also known as THJ-2201),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,8,"[1-(5-Fluoropent-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone","[1-(5-Fluoropent-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone (also known as XLR-11 or 5‑Fluoro-UR-144)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,9,[1-(5-Hydroxypent-1-yl)-1H-indazol-3-yl](naphthalen-1-yl) methanone,[1-(5-Hydroxypent-1-yl)-1H-indazol-3-yl](naphthalen-1-yl) methanone,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,10,"[1-(5-Hydroxypent-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone","[1-(5-Hydroxypent-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,11,[1-(5-Iodopent-1-yl)-1H-indazol-3-yl](naphthalen-1-yl)methanone,[1-(5-Iodopent-1-yl)-1H-indazol-3-yl](naphthalen-1-yl)methanone (also known as 5-Iodo-THJ-018),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,12,Naphthalen-1-yl[1-(pent-1-yl)-1H-indazol-3-yl]methanone,Naphthalen-1-yl[1-(pent-1-yl)-1H-indazol-3-yl]methanone (also known as THJ-018),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,13,5-[3-(1-Naphthoyl)-1H-indazol-1-yl]pentanoic acid,5-[3-(1-Naphthoyl)-1H-indazol-1-yl]pentanoic acid,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,14,5-[3-(1-Naphthoyl)-1H-indol-1-yl]pentanenitrile,5-[3-(1-Naphthoyl)-1H-indol-1-yl]pentanenitrile (also known as AM‑2232),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,15,"(1-Pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone","(1-Pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone (also known as UR-144)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,16,"5-[3-(2,2,3,3-Tetramethylcyclopropanecarbonyl)-1H-indol-1-yl] pentanoic acid","5-[3-(2,2,3,3-Tetramethylcyclopropanecarbonyl)-1H-indol-1-yl] pentanoic acid",no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,17,(1-Butyl-1H-indol-3-yl)(naphthalen-1-yl)methanone,(1-Butyl-1H-indol-3-yl)(naphthalen-1-yl)methanone (also known as JWH-073),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,18,(4-Chloronaphthalen-1-yl)(1-pentyl-1H-indol-3-yl)methanone,(4-Chloronaphthalen-1-yl)(1-pentyl-1H-indol-3-yl)methanone (also known as JWH-398),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,19,[1-(4-Chloropent-1-yl)-1H-indol-3-yl](naphthalen-1-yl)methanone,[1-(4-Chloropent-1-yl)-1H-indol-3-yl](naphthalen-1-yl)methanone (also known as 4-Chloro-AM-2201),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,20,(4-Ethylnaphthalen-1-yl)(1-pentyl-1H-indol-3-yl)methanone,(4-Ethylnaphthalen-1-yl)(1-pentyl-1H-indol-3-yl)methanone (also known as JWH-210),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,21,[1-(5-Fluoropent-1-yl)-1H-indol-3-yl](4-methylnaphthalen-1-yl) methanone,[1-(5-Fluoropent-1-yl)-1H-indol-3-yl](4-methylnaphthalen-1-yl) methanone (also known as MAM-2201),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,22,[1-(5-Fluoropent-1-yl)-1H-indol-3-yl](naphthalen-1-yl)methanone,[1-(5-Fluoropent-1-yl)-1H-indol-3-yl](naphthalen-1-yl)methanone (also known as AM-2201),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,23,[1-(4-Fluoropent-1-yl)-1H-indol-3-yl](naphthalen-1-yl)methanone,[1-(4-Fluoropent-1-yl)-1H-indol-3-yl](naphthalen-1-yl)methanone (also known as 4-Fluoro-AM-2201),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,24,[1-(5-Fluoropent-1-yl)-6-nitro-1H-indol-3-yl](naphthalen-1-yl) methanone,[1-(5-Fluoropent-1-yl)-6-nitro-1H-indol-3-yl](naphthalen-1-yl) methanone (also known as AM-1235),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,25,[1-(Heptan-2-yl)-2-methyl-1H-indol-3-yl](naphthalen-1-yl) methanone,[1-(Heptan-2-yl)-2-methyl-1H-indol-3-yl](naphthalen-1-yl) methanone (also known as JWH-011),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,26,(1-Heptyl-1H-indol-3-yl)(naphthalen-1-yl)methanone,(1-Heptyl-1H-indol-3-yl)(naphthalen-1-yl)methanone (also known as JWH-020),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,27,(1-Hexyl-1H-indol-3-yl)(naphthalen-1-yl)methanone,(1-Hexyl-1H-indol-3-yl)(naphthalen-1-yl)methanone (also known as JWH-019),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,28,(4-Methoxynaphthalen-1-yl)(1-pentyl-1H-indol-3-yl)methanone,(4-Methoxynaphthalen-1-yl)(1-pentyl-1H-indol-3-yl)methanone (also known as JWH-081),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,30,(4-Methylnaphthalen-1-yl)(1-pentyl-1H-indol-3-yl)methanone,(4-Methylnaphthalen-1-yl)(1-pentyl-1H-indol-3-yl)methanone (also known as JWH-122),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,31,{1-[(1-Methylpiperidin-2-yl)methyl]-1H-indol-3-yl}(naphthalen-1-yl)methanone,{1-[(1-Methylpiperidin-2-yl)methyl]-1H-indol-3-yl}(naphthalen-1-yl)methanone (also known as AM-1220),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,32,{1-[2-(Morpholin-4-yl)ethyl]-1H-indol-3-yl}(naphthalen-1-yl) methanone,{1-[2-(Morpholin-4-yl)ethyl]-1H-indol-3-yl}(naphthalen-1-yl) methanone (also known as JWH-200),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,33,Naphthalen-1-yl[1-(pent-4-en-1-yl)-1H-indol-3-yl]methanone,Naphthalen-1-yl[1-(pent-4-en-1-yl)-1H-indol-3-yl]methanone (also known as JWH-022),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,35,Naphthalen-1-yl(1-propyl-1H-indol-3-yl)methanone,Naphthalen-1-yl(1-propyl-1H-indol-3-yl)methanone (also known as JWH-072),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,36,2-(2-Chlorophenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone,2-(2-Chlorophenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone (also known as JWH-203),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,37,1-[1-(2-Cyclohexylethyl)-1H-indol-3-yl]-2-(2-methoxyphenyl) ethanone,1-[1-(2-Cyclohexylethyl)-1H-indol-3-yl]-2-(2-methoxyphenyl) ethanone (also known as RCS-8),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,38,2-(2-Methoxyphenyl)-1-{1-[(1-methylpiperidin-2-yl)methyl]-1H-indol-3-yl}ethanone,2-(2-Methoxyphenyl)-1-{1-[(1-methylpiperidin-2-yl)methyl]-1H-indol-3-yl}ethanone (also known as cannabipiperidiethanone),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,39,2-(2-Methoxyphenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone,2-(2-Methoxyphenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone (also known as JWH-250),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,40,2-(3-Methoxyphenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone,2-(3-Methoxyphenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone (also known as JWH-302),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,41,2-(4-Methoxyphenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone,2-(4-Methoxyphenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone (also known as JWH-201),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,42,2-(2-Methylphenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone,2-(2-Methylphenyl)-1-(1-pentyl-1H-indol-3-yl)ethanone (also known as JWH-251),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,43,[1-(5-Fluoropentyl)-1H-indol-3-yl](2-iodophenyl)methanone,[1-(5-Fluoropentyl)-1H-indol-3-yl](2-iodophenyl)methanone (also known as AM-694),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,44,(2-Iodo-5-nitrophenyl){1-[(1-methylpiperidin-2-yl)methyl]-1H-indol-3-yl}methanone,(2-Iodo-5-nitrophenyl){1-[(1-methylpiperidin-2-yl)methyl]-1H-indol-3-yl}methanone (also known as AM-1241),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,45,(2-Iodophenyl){1-[(1-methylpiperidin-2-yl)methyl]-1H-indol-3-yl} methanone,(2-Iodophenyl){1-[(1-methylpiperidin-2-yl)methyl]-1H-indol-3-yl} methanone (also known as AM-2233),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,46,(2-Iodophenyl)(1-pentyl-1H-indol-3-yl)methanone,(2-Iodophenyl)(1-pentyl-1H-indol-3-yl)methanone (also known as AM‑679),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,48,(4-Methoxyphenyl)(1-pentyl-1H-indol-3-yl)methanone,(4-Methoxyphenyl)(1-pentyl-1H-indol-3-yl)methanone (also known as RCS-4),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,49,1-Adamantyl{1-[(1-methylpiperidin-2-yl)methyl]-1H-indol-3-yl} methanone,1-Adamantyl{1-[(1-methylpiperidin-2-yl)methyl]-1H-indol-3-yl} methanone (also known as AM-1248),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,50,1-Adamantyl(1-pentyl-1H-indol-3-yl)methanone,1-Adamantyl(1-pentyl-1H-indol-3-yl)methanone (also known as AB‑001),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,51,"(1-(Pent-4-en-1-yl)-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl) methanone","(1-(Pent-4-en-1-yl)-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl) methanone (also known as XLR-11 N-(4-pentenyl) analogue or UR-144 N-(4-pentenyl) analogue)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,1,N-(1-Adamantyl)-1-(5-bromopentyl)-1H-indazole-3-carboxamide,N-(1-Adamantyl)-1-(5-bromopentyl)-1H-indazole-3-carboxamide (also known as 5-Bromo-APINACA or 5-Bromo-AKB48),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,2,N-(1-Adamantyl)-1-(5-chloropentyl)-1H-indazole-3-carboxamide,N-(1-Adamantyl)-1-(5-chloropentyl)-1H-indazole-3-carboxamide (also known as 5-Chloro-APINACA or 5-Chloro-AKB48),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,3,N-(1-Adamantyl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide,N-(1-Adamantyl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide (also known as Adamantyl CHMINACA or SGT-37),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,4,N-(1-Adamantyl)-1-(5-hydroxypentyl)-1H-indazole-3-carboxamide,N-(1-Adamantyl)-1-(5-hydroxypentyl)-1H-indazole-3-carboxamide,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,5,N-(1-Adamantyl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide,N-(1-Adamantyl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide (also known as FUB-APINACA or FUB-AKB48),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,5A,N-(1-Adamantyl)-1-(4-fluorobutyl)-1H-indazole-3-carboxamide,N-(1-Adamantyl)-1-(4-fluorobutyl)-1H-indazole-3-carboxamide (also known as 4‑Fluoro‑ABUTINACA or 4F‑ABUTINACA or 4‑Fluoro ABINACA),no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,6,N-(1-Adamantyl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide,N-(1-Adamantyl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide (also known as 5-Fluoro-APINACA or 5F-AKB48),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,7,N-(1-Adamantyl)-1-(5-fluoropentyl)-1H-indole-3-carboxamide,N-(1-Adamantyl)-1-(5-fluoropentyl)-1H-indole-3-carboxamide (also known as 5-Fluoro-APICA or STS-135),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,7A,N-(1-Adamantyl)-4-hydroxybutyl-1H-indazole-3-carboxamide,N-(1-Adamantyl)-4-hydroxybutyl-1H-indazole-3-carboxamide,no FDA UNII record for any name in the entry
MDA-Sch1-Part1-ClassA,8,N-(1-Adamantyl)-1-pentyl-1H-indazole-3-carboxamide,N-(1-Adamantyl)-1-pentyl-1H-indazole-3-carboxamide (also known as APINACA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,9,N-(1-Adamantyl)-1-pentyl-1H-indole-3-carboxamide,N-(1-Adamantyl)-1-pentyl-1H-indole-3-carboxamide (also known as APICA),resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,10,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide (also known as MAB-CHMINACA or ADB-CHMINACA)",resolved to a UNII that no corpus page holds
MDA-Sch1-Part1-ClassA,10A,"N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4,5-dihydroxypentyl)-1H-indazole-3-carboxamide","N-(1-Amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4,5-dihydroxypentyl)-1H-indazole-3-carboxamide",no FDA UNII record for any name in the entry
