schedule_code,item_number,primary_name,substance,reason
PR-Sch1-Rule10,,Amphomycin,Amphomycin; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Androgenic,"Androgenic, oestrogenic and progestational substances, the following: Derivatives of stilbene, dibenzyl or naphthalene with oestrogenic activity; their esters; their ethers; their salts Steroid compounds with androgenic or oestrogenic or progestational activity; their esters; their ethers; their salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Antimonial poisons,Antimonial poisons except substances containing less than the equivalent of 1% of antimony trioxide,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Aprobarbitone,Aprobarbitone,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Aprotinin,Aprotinin,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Arsenical poisons,"Arsenical poisons, except substances containing less than the equivalent of 0.01% of arsenic trioxide and except dentifrices containing less than 0.5% of acetarsol",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Arsphenamine,Arsphenamine,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Arteether,Arteether,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Atovaquone p. 28 1999 Ed.] Poisons Rules [CAP. 234,"Atovaquone p. 28 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Azidamphenicol,Azidamphenicol; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Barbituric acid,"Barbituric acid; its salts; derivatives of barbituric acid; their salts; compounds of barbituric acid, its salts; its derivatives, their salts, with any other substance",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Benzamidosalicylic acid,Benzamidosalicylic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Benzathine penicillin,Benzathine penicillin,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Benzoestrol,Benzoestrol,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Benzoylmorphine,Benzoylmorphine; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,N-Benzoyl sulphanilamide,N-Benzoyl sulphanilamide,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Benzylmorphine,Benzylmorphine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Bevonium methyl sulphate,Bevonium methyl sulphate,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Boldenone undecenoate,Boldenone undecenoate,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Botulinum Toxin,"Botulinum Toxin, when contained in preparations intended for treatment of human ailments",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,4-bromo-2,"4-bromo-2, 5, -dimethoxy-α-methylphenethylamine",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Brucine,Brucine; its quarternary compounds; their salts; except substances containing less than 0.2% of brucine,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Butyl aminobenzoate p. 32 1999 Ed.] Poisons Rules [CAP. 234,"Butyl aminobenzoate p. 32 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Calabar bean,Calabar bean; alkaloids of; their quarternary compounds; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Calcitonin,"Calcitonin, natural and synthetic",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Calcium 5-alkyl-5-N-butyl-barbiturate,Calcium 5-alkyl-5-N-butyl-barbiturate,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Calcium carbimide,Calcium carbimide,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Calcium dobesilate,Calcium dobesilate,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Cantharidates,Cantharidates; except substances containing less than the equivalent of 0.01% of cantharidin,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Carbachol,Carbachol,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Cephaloram,Cephaloram,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Cephalosporins,"Cephalosporins; its salts; its esters; their salts; that is to say, the antimicrobial substances containing in their chemical structure a fused dihydrothiazine β-lactam nucleus",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Cephaloxin,Cephaloxin,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Cephazolin,Cephazolin,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,"1,1-dioxide","1,1-dioxide, whether hydrogenated or not Chlorpheniramine; its salts; its isomers; their salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Chromomycin A,Chromomycin A; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Clostridiopeptidase A Clotiazepam,Clostridiopeptidase A Clotiazepam,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Coca,"Coca, alkaloids of; their quarternary compounds; their salts, except substances containing less than 0.1% of the alkaloids of coca",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Colimycin,Colimycin; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Corticotrophins,"Corticotrophins, natural and synthetic",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Cotarnine,"Cotarnine, its quarternary compounds; their salts; except substances containing less than 0.2% of cotarnine",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Curare,"Curare, alkaloids of; curare bases; their quarternary compounds; their salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,4-Cyano-2-dimethylamino-4,"4-Cyano-2-dimethylamino-4, 4-diphenylbutane; its salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,4-Cyano-1-methyl-4-phenylpiperidine,4-Cyano-1-methyl-4-phenylpiperidine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Desfluorotriamcinolone,Desfluorotriamcinolone,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Desoxymethasone p. 40 1999 Ed.] Poisons Rules [CAP. 234,"Desoxymethasone p. 40 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Diacetylnalorphine,Diacetylnalorphine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Diamino-diphenylsulphones,Diamino-diphenylsulphones; their salts; their derivatives,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Dichlorophenarsine,Dichlorophenarsine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Diethanolamine fusidate,Diethanolamine fusidate,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Dihydrallazine,Dihydrallazine; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Dihydroartemisin,Dihydroartemisin,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,"3-(3, 4-Dihydroxyphenyl)alanine","3-(3, 4-Dihydroxyphenyl)alanine; its salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,"2, 5-Dimethoxy-4-ethylamphetamine p. 42 1999 Ed.] Poisons Rules [CAP. 234, R 1","2, 5-Dimethoxy-4-ethylamphetamine p. 42 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,"2, 5-Dimethoxy-α, 4-dimethylphenethylamine","2, 5-Dimethoxy-α, 4-dimethylphenethylamine; its salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,"3-(1, 2-Dimethylheptyl)-1-hydroxy-7","3-(1, 2-Dimethylheptyl)-1-hydroxy-7, 8, 9, 10-tetrahydro-6, 6, 9-trimethyl-6H dibenzo [b,d] pyran (DMHP)",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Dimethyltubocurarine,Dimethyltubocurarine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Dinitronaphthols,Dinitronaphthols,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Dinitrothymols,Dinitrothymols,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Dithienylallylamines,Dithienylallylamines; dithienyl-alkylallylamines; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Drosperinone,Drosperinone,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Drotrecogin alpha,Drotrecogin alpha,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ecothiopate iodine,Ecothiopate iodine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ergot,"Ergot, alkaloids of; whether hydrogenated or not; their homologues; their quarternary compounds; their esters; their salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ergotoxine,Ergotoxine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Ethebenecid,Ethebenecid,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ethpropropazine,Ethpropropazine; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ethylacetanilide,Ethylacetanilide,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,"(±)-4-ethyl-2,5-dimethoxy-phenethylamine","(±)-4-ethyl-2,5-dimethoxy—phenethylamine",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ethyl methylthiambutene p. 46 1999 Ed.] Poisons Rules [CAP. 234,"Ethyl methylthiambutene p. 46 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,"(±)-N-ethyl-∝-methyl-3,4-(methylenedioxy)phenethylamine","(±)-N-ethyl-∝-methyl-3,4-(methylenedioxy)phenethylamine",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ethylnoradrenaline,Ethylnoradrenaline; its salts; when contained in aerosol dispensers,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ethyloestrenol,Ethyloestrenol,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ethylstibamine,Ethylstibamine,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Flavomycin,Flavomycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Flugestone,Flugestone; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Fluoroacetamide,Fluoroacetamide,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Fluoroacetanilide,Fluoroacetanilide,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Flupenthixol,Flupenthixol; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Formosulphathiazole,Formosulphathiazole,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Gadopentetic acid,Gadopentetic acid; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Gallamine,"Gallamine; its salts; its quarternary compounds p. 50 1999 Ed.] Poisons Rules [CAP. 234, R 1",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Glycopyrrolate,Glycopyrrolate,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Gramicidins,Gramicidins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Guanidines,"Guanidines, the following: polymethylene diguanidines; di-p-anisyl-p-phenethylguanidine",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Hexobarbitone,Hexobarbitone; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Hexoestrol,Hexoestrol; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,3-Hexyl-1-hydroxy-7,"3-Hexyl-1-hydroxy-7, 8, 9, 10-tetrahydro-6, 6, 9-trimethyl-6 H-dibenzo [b,d] pyran (parahexyl)",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Human blood products,Human blood products,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Human growth hormones,Human growth hormones,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Hydrallazine,Hydrallazine; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Hydrazines,"Hydrazines, benzyl, phenethyl and phenoxyethyl; their &alpha;-methyl derivatives; acyl derivatives of any of the foregoing substances comprised in this item; salts of any compounds comprised in this item",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Hydroxycinchoninic acids,"Hydroxycinchoninic acids; derivatives of; their salts, their esters, except substances containing less than 3% of hydroxycinchoninic acid or a derivative thereof",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Hydroxy-N,"Hydroxy-N, N-dimethyltryptamines; their esters or ethers; any salt of any substance falling within this item",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Insulins,Insulins,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Iso-lysergamide,Iso-lysergamide,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Isopyrin,Isopyrin,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Jaborandi,"Jaborandi, alkaloids of; its quarternary compounds; their salts, except substances containing less than 0.5% of the alkaloids of jaborandi",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Kanendomycin,Kanendomycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Loteprednol,Loteprednol; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Luteinising hormones,Luteinising hormones,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Lutropin alpha,Lutropin alpha,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Mefruside p. 58 1999 Ed.] Poisons Rules [CAP. 234,"Mefruside p. 58 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Menotrophine,Menotrophine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Methallenoestril,Methallenoestril,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Methohexitone,Methohexitone; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,2-methoxy-∝-methyl-4,"2-methoxy-∝-methyl-4, 5-(methylenedioxy)phenethylamine",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,5-methoxy-3,"5-methoxy-3, 4-methylene-dioxyamphetamine",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,p-Methoxy- α-methylphenethylamine,p-Methoxy- α-methylphenethylamine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Methyclothiazide p. 60 1999 Ed.] Poisons Rules [CAP. 234,"Methyclothiazide p. 60 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Methylaminoheptane,Methylaminoheptane; its salts; when contained in aerosol dispensers,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,3-Methylfentanyl,3-Methylfentanyl and its isomeric forms,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,"(±)-N-[∝-methyl-3,4-(methylenedioxy)phenethyl]hydroxylamine","(±)-N-[∝-methyl-3,4-(methylenedioxy)phenethyl]hydroxylamine",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,"2-Methyl-3-morpholino-1,1-diphenylpropane carboxylic acid","2-Methyl-3-morpholino-1,1-diphenylpropane carboxylic acid; its salts; its esters; their salts",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,1-methyl-4-phenylpiperidine-4-carboxylic acid,"1-methyl-4-phenylpiperidine-4-carboxylic acid, esters of; their salts",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Methylsulphonal,Methylsulphonal,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Mitomycins,Mitomycins; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Monofluoroacetic acid,Monofluoroacetic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Morphine methylbromide,Morphine methylbromide; morphine N-oxide and other pentavalent nitrogen morphine derivatives,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Mustine,"Mustine and any other N-substituted derivatives of di-(2-chloroethyl) amine, their salts",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Neoarsphenamine,Neoarsphenamine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Nitromin,Nitromin; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,m-Nitrophenol,m-Nitrophenol; o-nitrophenol; p-nitrophenol,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Nometasone,Nometasone; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Noramidopyrine,Noramidopyrine; its salts; noramidopyrine sulphonates; their salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Norelgestromin,Norelgestromin,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Oestriol,Oestriol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Oestrogenic substances,"Oestrogenic substances, conjugated",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Orthocaine,Orthocaine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Oxophenarsine,Oxophenarsine; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Oxpentifylline,Oxpentifylline,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Oxytocins,"Oxytocins, natural and synthetic",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Pecilocin p. 68 1999 Ed.] Poisons Rules [CAP. 234,"Pecilocin p. 68 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Penethamate,Penethamate; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Penicillin,"Penicillin, any antimicrobial acid, any salt thereof, or any derivative which is obtained therefrom, which may be shown on chemical and physical examination to contain in its structure a fused thiazolidine β-lactam nucleus; their esters; their salts",resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Phenbenicillin,Phenbenicillin; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Phenetidylphenacetin,Phenetidylphenacetin; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,N-Phenylethyl anthranilic acid,N-Phenylethyl anthranilic acid,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,5-Phenylhydantoin,5-Phenylhydantoin; its alkyl and aryl derivatives; their salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Phenylmethyl barbituric acid,Phenylmethyl barbituric acid,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,4-Phenylpiperidine-4-carboxylic acid ethyl esters,4-Phenylpiperidine-4-carboxylic acid ethyl esters; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Phthalylsulphacetamide,Phthalylsulphacetamide,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Piperazine oestrone sulphate,Piperazine oestrone sulphate,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Piper methysticum (kava-kava),"Piper methysticum (kava-kava), the active constituents of; kava pyrones",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,(kavalactones),(kavalactones); their quarternary compounds; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Pituitary gland,"Pituitary gland, the active principles of Pivmecillinam; its salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Poisonous venom,"Poisonous venom, animal origin",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Polymethylene-bistrimethylammonium salts,Polymethylene-bistrimethylammonium salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Polymyxins,Polymyxins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Polyoestradiol,Polyoestradiol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Poppy-straw and concentrate of poppy-straw,Poppy-straw and concentrate of poppy-straw,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Prindolol,Prindolol,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Procaine penicillin,Procaine penicillin,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Profenone,Profenone; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Prostaglandins,Prostaglandins,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Pyridinolcarbamate p. 74 1999 Ed.] Poisons Rules [CAP. 234,"Pyridinolcarbamate p. 74 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Quebracho alkaloids of,"Quebracho alkaloids of, its quarternary compounds; their salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Quinidine phenylethylbarbiturate,Quinidine phenylethylbarbiturate,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Radioactive iodine,"Radioactive iodine, salts of; when contained in preparations intended for the treatment of human ailments",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Radioactive iodine,"Radioactive iodine, salts of; when contained in preparations intended for the treatment of human ailments",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Residronic acid,Residronic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Rifamycins,"Rifamycins; its salts; its esters; their salts; that is to say, a group of related antimicrobial microlactans, either produced by the growth of streptomyces mediterranei or by modification of such products, and containing the chemical structure of 11-acetoxy-7, 9, 15-trihydroxy-13-methoxy-2, 6, 8, 10, 12-pentamethyl-pentadeca-2, 4, 14, trienoic acid amide, attached by the nitrogen atom and by the oxygen atom in the 15 position respectively to the 7 and 2-positions of a 5, 6, 9-trioxygenated 2, 4-dimethyl-1-oxonaphtho (2,1b) furan",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Rimezolone,Rimezolone,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Rituximab p. 76 1999 Ed.] Poisons Rules [CAP. 234,"Rituximab p. 76 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Salazosulphadimidine,Salazosulphadimidine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Silver sulphadiazine,Silver sulphadiazine,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Sodium picosulphate,Sodium picosulphate,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Solanaceous alkaloids,"Solanaceous alkaloids, their quarternary compounds; their salts; not otherwise included in this Schedule, except substances containing less than 0.5% of solanaceous alkaloids calculated as hyoscyamine",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Stavesacre,"Stavesacre, alkaloids of; its quarternary compounds; their salts except substances containing less than 0.2% of the alkaloids of stavesacre",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Stilboestrol,Stilboestrol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Strophanthus,Strophanthus; glycosides of strophanthus,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Succinylsulphathiazole,Succinylsulphathiazole,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphabromomethazine,Sulphabromomethazine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphaguanidine,Sulphaguanidine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphaloxic acid,Sulphaloxic acid,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphamethazine,Sulphamethazine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphametopyrazine,Sulphametopyrazine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphamonomethoxine,Sulphamonomethoxine,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphanilamide,Sulphanilamide,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphapyrazole,Sulphapyrazole,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphaquinoxaline,Sulphaquinoxaline,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphathiourea,Sulphathiourea,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphatolamide,Sulphatolamide,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphaurea,Sulphaurea,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Sulphomyxin,Sulphomyxin; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Suprarenal gland medulla,"Suprarenal gland medulla, the active principles of; their salts; except when contained in preparations intended for external application only or in inhalants p. 80 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,(except inhalants in aerosol dispensers,"(except inhalants in aerosol dispensers containing adrenaline or its salts), rectal preparations or preparations intended for use in the eye",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Tetracyclines,"Tetracyclines; its salts; its esters; their salts; that is to say, the antimicrobial substances containing the chemical structure naphthacene-2-carboxymide, hydrogenated to any extent and having each of the positions 1, 3, 10, 11 and 12 substituted by a hydroxyl or an oxo group",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Thebaine,Thebaine; its quarternary compounds; their salts; except substances containing less than 1% of thebaine,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Thiouracil,Thiouracil; its alkyl derivatives,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Thymosin alpha 1,Thymosin alpha 1,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Treosulphan,Treosulphan,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Tretinoin (all trans Retinoic acid) p. 84 1999 Ed.] Poisons Rules [CAP. 234,"Tretinoin (all trans Retinoic acid) p. 84 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Tribromethyl alcohol,Tribromethyl alcohol,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,"2, 2, 2-Trichloroethyl alcohol","2, 2, 2-Trichloroethyl alcohol, esters of; their salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ureamycin,Ureamycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Vaccines,"Vaccines, sera, toxoids, antitoxoids, immunoglobulins and antigens for human administration",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Vasopressins,"Vasopressins, natural and synthetic",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Veratrum,"Veratrum, alkaloids of; its quarternary compounds, their salts, except substances containing less than 1% of the alkaloids of veratrum",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Yohimba,"Yohimba, alkaloids of; its quarternary compounds; their salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Zolendronic acid,Zolendronic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Actinomycins,Actinomycins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Adreno-corticotrophic hormone,Adreno-corticotrophic hormone (ACTH),no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Alfuzosine,Alfuzosine; its salts,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Allylisopropylacetylurea,Allylisopropylacetylurea,no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ambuside p. 104 1999 Ed.] Poisons Rules [CAP. 234,"Ambuside p. 104 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch3-Prescription,,Ambutonium,Ambutonium; its salts,resolved to a UNII that no corpus page holds
