key,tier,displayName,kind,unii,corpus_inchikey,pubchem_cid_for_unii,pubchem_inchikey_for_unii,skeletons_match
K1:HBT6M5H379,3,Hematoporphyrin,unii-record-is-a-different-substance,HBT6M5H379,UJKPHYRXOLRVJJ-UHFFFAOYSA-N,11103,KFKRXESVMDBTNQ-UHFFFAOYSA-N,False
K1:HD2D469W6U,1,Cefaloglycin,unii-record-is-a-different-substance,NE7R11LA95,FUBBGQLTSCSAON-PBFPGSCMSA-N,166592,KURFSUDYQUKEJZ-SBMYYUOMSA-N,False
K1:HJ4PVW89DE,2,CARBOBENZOXY-.BETA.-ALANYLTAURINE,unii-record-is-a-different-substance,0W4D88Q9C4,JPDXFSFKFIWBER-UHFFFAOYSA-N,72941842,BUDABWMEOIGHJW-UHFFFAOYSA-L,False
K1:HKM715W3UT,3,Albitiazolium,unii-record-is-a-different-substance,3AC0AJ4ILP,UZPXHZIQHWKNPF-UHFFFAOYSA-N,11377022,AFJCGBHHSKAACR-UHFFFAOYSA-L,False
K1:HMC2H89N35,2,Niraparib,unii-record-is-a-different-substance,195Q483UZD,PCHKPVIQAHNQLW-CQSZACIVSA-N,74763937,ACNPUCQQZDAPJH-FMOMHUKBSA-N,False
K1:HMH0132Z1Q,2,Cabotegravir,unii-record-is-a-different-substance,3L12PT535M,WCWSTNLSLKSJPK-LKFCYVNXSA-N,46215800,AEZBWGMXBKPGFP-KIUAEZIZSA-M,False
K1:HN3OFO5036,3,Cyclamic Acid,unii-record-is-a-different-substance,1I6F42RME1,HCAJEUSONLESMK-UHFFFAOYSA-N,23665706,UDIPTWFVPPPURJ-UHFFFAOYSA-M,False
K1:HO3OGH5D7I,2,Nelfinavir,unii-record-is-a-different-substance,98D603VP8V,QAGYKUNXZHXKMR-HKWSIXNMSA-N,64142,NQHXCOAXSHGTIA-SKXNDZRYSA-N,False
K1:HOY1L711NL,3,Monzosertib,unii-record-differs-no-exact-structure,HOY1L711NL,DNTVXDZWVOVLOD-GDNBJRDFSA-N,136618371,HFBNZZVVRMLDJO-JLHYYAGUSA-N,False
K1:HQ700V0X06,3,Inupadenant,unii-record-is-a-different-substance,7S7WQ84A3H,QYCCLUSYHJXDEX-RWYGWLOXSA-N,155491112,DDVRGKDOXQCEQN-YZNDQDBRSA-N,False
K1:HTB34557V4,2,"GLYCOPYRRONIUM, (2R,3'S)-",unii-record-is-a-different-substance,1PVF6JLU7B,ANGKOCUUWGHLCE-HKUYNNGSSA-N,121225724,UOWOLENSDISMPG-FFUVTKDNSA-M,False
K1:HUM6H389W0,1,Azlocillin,unii-record-is-a-different-substance,DWV1EFW947,JTWOMNBEOCYFNV-NFFDBFGFSA-N,23685176,UVOCNBWUHNCKJM-XFAPPKAWSA-M,False
K1:HV1XI8HST2,2,Pimicotinib,unii-record-is-a-different-substance,3JT4QH6TOD,NXFPMDWYDKHFMM-UHFFFAOYSA-N,169490724,QZLRVUSCDKEPQY-UHFFFAOYSA-N,False
K1:HYD2U48IAS,2,Bepotastine,unii-record-is-a-different-substance,6W18MO1QR3,YWGDOWXRIALTES-NRFANRHFSA-N,164521,UDGHXQPQKQPSBB-BOXHHOBZSA-N,False
K1:I1679X069H,3,Brilacidin,unii-record-is-a-different-substance,CM3HYX69SK,QPDYBCZNGUJZDK-DNQXCXABSA-N,45275360,QTHBCQCKYVOFDR-PIJQHSLXSA-N,False
K1:I2BE1ZEN8I,2,Menadione Bisulfite,unii-record-is-a-different-substance,6XF3C2HK77,WIXFIQKTHUVFDI-UHFFFAOYSA-N,23677974,SRPZAZGARCFWTO-UHFFFAOYSA-M,False
K1:I2T0B5G94M,3,Valopicitabine,unii-record-is-a-different-substance,7KNU786IT4,TVRCRTJYMVTEFS-ICGCPXGVSA-N,11293303,XENHXZMAOSTXGD-DSMKLBDQSA-N,False
K1:I35H55G906,3,Dovitinib,unii-record-is-a-different-substance,69VKY8P7EA,PIQCTGMSNWUMAF-UHFFFAOYSA-N,135611162,QDPVYZNVVQQULH-UHFFFAOYSA-N,False
K1:I43T3ID6G2,3,Tesmilifene,unii-record-is-a-different-substance,1U4B477260,NFIXBCVWIPOYCD-UHFFFAOYSA-N,175534,TXLHNFOLHRXMAU-UHFFFAOYSA-N,False
K1:I5590ES2QZ,3,Fosbretabulin,unii-record-is-a-different-substance,702RHR475O,WDOGQTQEKVLZIJ-WAYWQWQTSA-N,6918309,VXNQMUVMEIGUJW-XNOMRPDFSA-L,False
K1:I5M8YK41GK,2,Myristalkonium Ion,unii-record-is-a-different-substance,0W255OL75T,WNBGYVXHFTYOBY-UHFFFAOYSA-N,8755,OCBHHZMJRVXXQK-UHFFFAOYSA-M,False
K1:I636054KKA,3,GCC-4401C Free Base,unii-record-is-a-different-substance,L97P2G5S38,ZFDKSINSDZTWFU-AWEZNQCLSA-N,49839478,YSNDMQDQQLSJMR-UQKRIMTDSA-N,False
K1:I6CQM0F31V,1,Etidocaine,unii-record-is-a-different-substance,G6N3B3U8E6,VTUSIVBDOCDNHS-UHFFFAOYSA-N,9796823,LMWQQUMMGGIGJQ-UHFFFAOYSA-N,False
K1:I76F4SHP7J,2,Cyclopentolate,unii-record-is-a-different-substance,6D6X07D6BN,SKYSRIRYMSLOIN-UHFFFAOYSA-N,43833353,RHKZVMUBMXGOLL-UHFFFAOYSA-N,False
K1:I9I120531L,2,Malvin,unii-record-is-a-different-substance,I9I120531L,CILLXFBAACIQNS-BTXJZROQSA-O,5319251,RHKJIVJBQJXLBY-FTIBDFQESA-N,False
K1:IHP475989U,1,Flurazepam,unii-record-is-a-different-substance,756RDM536M,SAADBVWGJQAEFS-UHFFFAOYSA-N,14434,ZIIJJOPLRSCQNX-UHFFFAOYSA-N,False
K1:IHU4GYZ2R3,3,Hydromethylthionine,unii-record-is-a-different-substance,3248SEF29D,QTWZICCBKBYHDM-UHFFFAOYSA-N,60150609,SPCMQFLNOVTUBM-UHFFFAOYSA-N,False
K1:IHV1VP592V,2,Hydrocortisone Hemisuccinate Anhydrous,unii-record-is-a-different-substance,50LQB69S1Z,VWQWXZAWFPZJDA-CGVGKPPMSA-N,23694214,HHZQLQREDATOBM-CODXZCKSSA-M,False
K1:IIU6V0W3JD,3,Orvepitant,unii-record-is-a-different-substance,HAX0H28B6W,XWNBGDJPEXZSQM-VZOBGQTKSA-N,44225656,IPACOHTZCSBGBV-WUXDIRCFSA-N,False
K1:IK8HSQ3YBL,3,Oxapium,unii-record-is-a-different-substance,682380CG4N,AXWZZEWIGNYBGA-UHFFFAOYSA-N,168884,YHEWVHONOOWLMW-UHFFFAOYSA-M,False
K1:ILA426L95O,2,Amifostine Anhydrous,unii-record-is-a-different-substance,M487QF2F4V,JKOQGQFVAUAYPM-UHFFFAOYSA-N,148139,TXQPXJKRNHJWAX-UHFFFAOYSA-N,False
K1:ILP8XJ8R5K,1,Demecarium,unii-record-is-a-different-substance,61D5V4OKTP,RWZVPVOZTJJMNU-UHFFFAOYSA-N,5965,YHKBUDZECQDYBR-UHFFFAOYSA-L,False
K1:IO0DCY55NQ,3,R-1487,unii-record-is-a-different-substance,E89N7YW9YQ,KKKRKRMVJRHDMG-UHFFFAOYSA-N,54580957,RQHSAIGGUWVOBG-UHFFFAOYSA-N,False
K1:IO46B19O1Q,2,Ethylenebisdithiocarbamic Acid,unii-record-is-a-different-substance,K221E12G7T,AWYFNIZYMPNGAI-UHFFFAOYSA-N,3032581,YKSNLCVSTHTHJA-UHFFFAOYSA-L,False
K1:IP1B47L61M,3,Dimevamide,unii-record-is-a-different-substance,20P9NI883O,NARHAGIVSFTMIG-UHFFFAOYSA-N,176163,GEKOQGPXZRQQHJ-UHFFFAOYSA-N,False
K1:IR235I7C5P,1,Metacycline,unii-record-differs-no-exact-structure,9GJ0N7ZAP0,MHIGBKBJSQVXNH-IWVLMIASSA-N,54685047,VXPSARQTYDZXAO-CCHMMTNSSA-N,False
K1:ITX08688JL,2,Quinidine,unii-record-is-a-different-substance,6K043Q65TR,LOUPRKONTZGTKE-LHHVKLHASA-N,22817455,AKYHKWQPZHDOBW-VJAUXQICSA-N,False
K1:IV7T84QA4T,1,Technetium (99mtc) apcitide,unii-record-is-a-different-substance,IV7T84QA4T,MEMKXPGBFFKUER-NDDSAYQWSA-N,155491107,LEJSCKSIJYXAPT-YLXBGQBVSA-I,False
K1:IW71N46B4Y,1,Ceftibuten,unii-record-is-a-different-substance,62F4443RWP,UNJFKXSSGBWRBZ-BJCIPQKHSA-N,5282241,SSWTVBYDDFPFAF-DKOGRLLHSA-N,False
K1:IX0QAD6RD2,3,Afeletecan,unii-record-is-a-different-substance,DTJ7VPW43J,SLOJCSGNHWIKIG-JNYZSSQASA-N,9962982,XQWYWSHYKUJQDC-NZGUGFNHSA-N,False
K1:IX503L9WN0,1,Ganirelix,unii-record-is-a-different-substance,56U7906FQW,GJNXBNATEDXMAK-PFLSVRRQSA-N,23724914,OVBICQMTCPFEBS-SATRDZAXSA-N,False
K1:IZ05287FTB,2,Magnesium Lauryl Hydroxypropyl Sulfonate,unii-record-is-a-different-substance,IZ05287FTB,ZRJXRFLDXJTCMA-UHFFFAOYSA-N,139033056,BKKQJXQIUVNAIG-UHFFFAOYSA-L,False
K1:J0E2756Z7N,1,Irbesartan,unii-record-is-a-different-substance,3OGC31WUMZ,YOSHYTLCDANDAN-UHFFFAOYSA-N,11568906,ZUYFSRQJPNUOQU-UHFFFAOYSA-N,False
K1:J276XBF77Z,3,"3,6-DIAMINO-10-METHYLACRIDINIUM",unii-record-is-a-different-substance,1TW3Q60E36,XSIOKTWDEOJMGG-UHFFFAOYSA-O,6842,KKAJSJJFBSOMGS-UHFFFAOYSA-N,False
K1:J2KLZ20U1M,2,Azithromycin Anhydrous,unii-record-is-a-different-substance,5FD1131I7S,MQTOSJVFKKJCRP-BICOPXKESA-N,3033819,SRMPHJKQVUDLQE-KUJJYQHYSA-N,False
K1:J2R869A8YF,2,Succinylcholine,unii-record-is-a-different-substance,I9L0DDD30I,AXOIZCJOOAYSMI-UHFFFAOYSA-N,22475,YOEWQQVKRJEPAE-UHFFFAOYSA-L,False
K1:J4T82NDH7E,2,Erlotinib,unii-record-is-a-different-substance,DA87705X9K,AAKJLRGGTJKAMG-UHFFFAOYSA-N,176871,GTTBEUCJPZQMDZ-UHFFFAOYSA-N,False
K1:J6292F8L3D,2,Haloperidol,unii-record-is-a-different-substance,6387S86PK3,LNEPOXFFQSENCJ-UHFFFAOYSA-N,16051968,BVUSNQJCSYDJJG-UHFFFAOYSA-N,False
K1:J697UZ2A9J,2,Ipratropium Bromide,unii-record-differs-no-exact-structure,J697UZ2A9J,OEXHQOGQTVQTAT-JRNQLAHRSA-N,16738693,KEWHKYJURDBRMN-XFQAGIBXSA-M,False
K1:J6U9WP10T7,3,ENMD-981693,unii-record-is-a-different-substance,KXQ762CQTH,BLQYVHBZHAISJM-CMDGGOBGSA-N,24776050,KGWWHPZQLVVAPT-STTJLUEPSA-N,False
K1:J712EO9048,1,Triclofos,unii-record-is-a-different-substance,9F90KA5Q8U,YYQRGCZGSFRBAM-UHFFFAOYSA-N,23677832,WFKJEZKHPGDCRK-UHFFFAOYSA-M,False
K1:J9QH779MEM,1,Sitaxentan,unii-record-is-a-different-substance,6V9JH46E20,PHWXUGHIIBDVKD-UHFFFAOYSA-N,11477084,MDTNUYUCUYPIHE-UHFFFAOYSA-N,False
K1:JD3M24F66I,3,Chlorisondamine,unii-record-is-a-different-substance,7B58W7756G,IXWDUZLHWJKVPX-UHFFFAOYSA-N,6243,DXXUGBPKQDTBQW-UHFFFAOYSA-L,False
K1:JDN69ZV6XV,3,Alexitol sodium,unii-record-is-a-different-substance,JDN69ZV6XV,FBPFZTCFMRRESA-UHFFFAOYSA-N,91663271,KFVBMBOOLFSJHV-UHFFFAOYSA-K,False
K1:JED5K35YGL,2,Iloprost,unii-record-is-a-different-substance,807T91913V,HIFJCPQKFCZDDL-ACWOEMLNSA-N,46174092,KZSSWXACMCYLBM-RMWNCEGRSA-N,False
K1:JHC049LO86,1,Alogliptin,unii-record-is-a-different-substance,EEN99869SC,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,16088021,KEJICOXJTRHYAK-XFULWGLBSA-N,False
K1:JHU490RVYR,2,PROPIONIC ACID,unii-record-is-a-different-substance,9Z979E349R,XBDQKXXYIPTUBI-UHFFFAOYSA-N,23663426,HOAUAOBUGFYWMK-UHFFFAOYSA-M,False
K1:JI8Z5M7NA3,2,Thiopental,unii-record-is-a-different-substance,49Y44QZL70,IUJDSEJGGMCXSG-UHFFFAOYSA-N,12832575,AWLILQARPMWUHA-UHFFFAOYSA-M,False
K1:JJH94R3PWB,2,Neratinib,unii-record-is-a-different-substance,9RM7XY23ZS,JWNPDZNEKVCWMY-VQHVLOKHSA-N,67307512,VXZCUHNJXSIJIM-MEBGWEOYSA-N,False
K1:JK8U8K4D6K,1,Betaine Hydrochloride,unii-record-is-a-different-substance,JK8U8K4D6K,KWIUHFFTVRNATP-UHFFFAOYSA-O,11545,HOPSCVCBEOCPJZ-UHFFFAOYSA-N,False
K1:JKW59XM343,3,ASPIRIN TRELAMINE,unii-record-is-a-different-substance,J0TQX5LV1L,GHIVDTCFLFLOBV-UHFFFAOYSA-N,10245200,BILQGNUILZKMKV-UHFFFAOYSA-N,False
K1:JMS50MPO89,1,Losartan,unii-record-is-a-different-substance,3ST302B24A,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,11751549,OXCMYAYHXIHQOA-UHFFFAOYSA-N,False
K1:JQZ1L091Y2,2,Dronedarone,unii-record-is-a-different-substance,FA36DV299Q,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,219025,DWKVCQXJYURSIQ-UHFFFAOYSA-N,False
K1:JR82EGZ9G2,3,Technetium (99mtc) furifosmin,unii-record-differs-no-exact-structure,JR82EGZ9G2,CMQNWXFGJXHLGV-XHQRYOPUSA-N,5748852,RJZQWIPKYCYARK-ABZWCZNNSA-M,False
K1:JS606MEA30,3,GRANATICIN B,unii-record-is-a-different-substance,JS606MEA30,HLNZYALGGXMQQC-VHAJSWNUSA-N,73415810,BTPKXZZBYVSYNL-VHAJSWNUSA-N,False
K1:JSK7TUA223,3,Enarodustat,unii-record-differs-no-exact-structure,JSK7TUA223,NALAUGMPMIVAOW-UHFFFAOYSA-N,50899324,FJYRBJKWDXVHHO-UHFFFAOYSA-N,False
K1:JU9YAX04C7,2,Milrinone,unii-record-is-a-different-substance,9K8XR81MO8,PZRHRDRVRGEVNW-UHFFFAOYSA-N,172293,VWUPWEAFIOQCGF-UHFFFAOYSA-N,False
K1:JUT23379TN,2,Amrinone,unii-record-is-a-different-substance,I229274Y5B,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,3035194,DOSIONJFGDSKCQ-UHFFFAOYSA-N,False
K1:JW5Y7B8Z18,2,Gepirone,unii-record-is-a-different-substance,80C9L8EP6V,QOIGKGMMAGJZNZ-UHFFFAOYSA-N,55190,DGOCVISYYYQFEP-UHFFFAOYSA-N,False
K1:JX8G4WPC8D,3,Glucosulfone,unii-record-is-a-different-substance,I6RLN7D44F,SQQCWHCJRWYRLB-AGNGBHFPSA-N,10440240,NLLGJEMIZSAJFN-AAFOHLTDSA-L,False
K1:JYB41CTM2Q,3,Aminopterin,unii-record-is-a-different-substance,FZU1QI13O9,TVZGACDUOSZQKY-LBPRGKRZSA-N,169370,USOUFAHHWNKDJC-LTCKWSDVSA-L,False
K1:K23V2Z5820,3,Fludazonium,unii-record-is-a-different-substance,039G8U30HE,BHXRHLZSAINIQS-UHFFFAOYSA-N,216228,JWPMAPBNVNRWBX-UHFFFAOYSA-M,False
K1:K29QC5YCW8,3,Pentamethyl Cyclopentasiloxane,unii-record-is-a-different-substance,K29QC5YCW8,HGPDWMTUQRNTQT-UHFFFAOYSA-N,6327588,PUNGSQUVTIDKNU-UHFFFAOYSA-N,False
K1:K2J09EMJ52,1,Phenazopyridine,unii-record-differs-no-exact-structure,0EWG668W17,QPFYXYFORQJZEC-FOCLMDBBSA-N,8691,QQBPIHBUCMDKFG-UHFFFAOYSA-N,False
K1:K3D86KJ24N,2,Undecylenic Acid,unii-record-is-a-different-substance,388VZ25DUR,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,11179,YMCOHQVWOBMDCZ-UHFFFAOYSA-L,False
K1:K465JAH79P,3,YIMITASVIR,unii-record-is-a-different-substance,7HJK69JC34,CMLNPOWEANUBIB-XIGHHNHFSA-N,163203529,KRUXCUGAHYWSKK-RTNSEEPCSA-N,False
K1:K5161X06LL,3,Cotinine,unii-record-is-a-different-substance,6ZAF060BHS,UIKROCXWUNQSPJ-VIFPVBQESA-N,20055460,NXHGVNVRWLOZDF-SZYUIZJOSA-N,False
K1:K54ZMM929K,2,Abamectin B1A,unii-record-is-a-different-substance,5U8924T11H,RRZXIRBKKLTSOM-XPNPUAGNSA-N,9920327,IBSREHMXUMOFBB-JFUDTMANSA-N,False
K1:K5BX8ZA7UF,3,PF-562271,unii-record-is-a-different-substance,FK2M84H8UI,MZDKLVOWGIOKTN-UHFFFAOYSA-N,16118986,LKLWTLXTOVZFAE-UHFFFAOYSA-N,False
K1:K5VBQ75636,3,Buthalital,unii-record-is-a-different-substance,810E8N9VUG,QHJOIAXHOQIPJT-UHFFFAOYSA-N,57515937,APSWQQYXFMUODF-UHFFFAOYSA-M,False
K1:K6K4B9Z5TV,3,Ivarmacitinib,unii-record-differs-no-exact-structure,CN7B3Z5G04,DNBCBAXDWNDRNO-GDNZZTSVSA-N,86294743,XVVWQCLRGHYWPI-ZLURZNERSA-N,False
K1:K7V8P532WP,2,Dexamethasone Acetate Anhydrous,unii-record-is-a-different-substance,DWN2WN457X,AKUJBENLRBOFTD-RPRRAYFGSA-N,656823,DPHFJXVKASDMBW-RQRKFSSASA-N,False
K1:K9CCS0RIBT,1,Ranelic acid,unii-record-is-a-different-substance,04NQ160FRU,DJSXNILVACEBLP-UHFFFAOYSA-N,6918182,XXUZFRDUEGQHOV-UHFFFAOYSA-J,False
K1:K9FCI4MPJ0,2,Flotufolastat Gallium,unii-record-is-a-different-substance,K9FCI4MPJ0,QMGJNAVROCDAIW-YNVJYXMMSA-N,166177187,OJPQWJNFDOFXTN-HAKWBEBQSA-K,False
K1:K9P6MC7092,2,Oxybutynin,unii-record-is-a-different-substance,L9F3D9RENQ,XIQVNETUBQGFHX-UHFFFAOYSA-N,91505,SWIJYDAEGSIQPZ-UHFFFAOYSA-N,False
K1:KA8W5LDS6Z,3,Lorundrostat,unii-record-differs-no-exact-structure,2F9CF7C3PS,YHGVDZULVMINCJ-MEMLXQNLSA-N,169490736,XQIXTASWTUQJIA-UHFFFAOYSA-N,False
K1:KB5CDP6ZK3,2,Vanadium Bromide,unii-record-is-a-different-substance,KB5CDP6ZK3,ZOYIPGHJSALYPY-UHFFFAOYSA-K,9922064,AKGCXQNCLDJIFR-UHFFFAOYSA-K,False
K1:KC2JC2ZA04,3,Zanzalintinib,unii-record-is-a-different-substance,I793JC4077,JSPCKALGNNVYOO-UHFFFAOYSA-N,169490726,SHABPCPLQZKNFG-WXXKFALUSA-N,False
K1:KE63TTO7WK,3,Sisunatovir,unii-record-is-a-different-substance,CM5XGN8XKS,JOPCJJSYRPUEDS-UHFFFAOYSA-N,153520065,NYYYAFKAHRIPJW-UHFFFAOYSA-N,False
K1:KG60484QX9,2,Omeprazole,unii-record-is-a-different-substance,426QFE7XLK,SUBDBMMJDZJVOS-UHFFFAOYSA-N,130564,KWORUUGOSLYAGD-UHFFFAOYSA-N,False
K1:KM2Z91756Z,2,Risedronic acid,unii-record-is-a-different-substance,HU2YAQ274O,IIDJRNMFWXDHID-UHFFFAOYSA-N,11954322,HYFDYHPNTXOPPO-UHFFFAOYSA-L,False
K1:KP2L8LC73B,3,Fenpiverinium,unii-record-is-a-different-substance,36479UA8GL,QDIYJDPBMZUZEH-UHFFFAOYSA-O,71489,PMAHPMMCPXYARU-UHFFFAOYSA-N,False
K1:KR87B45RGH,2,Carbidopa Anhydrous,unii-record-is-a-different-substance,MNX7R8C5VO,TZFNLOMSOLWIDK-JTQLQIEISA-N,38101,QTAOMKOIBXZKND-PPHPATTJSA-N,False
K1:KRJ8H9BOG7,3,Vocacapsaicin,unii-record-is-a-different-substance,0892508P5Q,BXAQOVOOXOHMFY-YRNVUSSQSA-N,132169136,WOJDHHAJADLOCK-RVDQCCQOSA-N,False
K1:KTJCIKNF3F,3,Etrinabdione,unii-record-differs-no-exact-structure,KTJCIKNF3F,NTGIXJASMBWXRO-JTHBVZDNSA-N,118465221,CGGGAXJIRQSRPH-JTHBVZDNSA-N,False
K1:KU65374X44,1,Perhexiline,unii-record-is-a-different-substance,K7V8Y90G0H,CYXKNKQEMFBLER-UHFFFAOYSA-N,5284439,JDZOTSLZMQDFLG-BTJKTKAUSA-N,False
K1:KV2JZ1BI6Z,2,Pyridoxine,unii-record-is-a-different-substance,68Y4CF58BV,LXNHXLLTXMVWPM-UHFFFAOYSA-N,6019,ZUFQODAHGAHPFQ-UHFFFAOYSA-N,False
K1:KV3495SGKS,3,Desaspidin,unii-record-differs-no-exact-structure,KV3495SGKS,GAHOBHHMYUYJDT-UHFFFAOYSA-N,8238,XDIZFCKCCMUFFG-UHFFFAOYSA-N,False
K1:KXO2KT9N0G,1,Pravastatin,unii-record-is-a-different-substance,3M8608UQ61,TUZYXOIXSAXUGO-PZAWKZKUSA-N,16759173,VWBQYTRBTXKKOG-IYNICTALSA-M,False
K1:L15GYZ71P1,3,Opratonium,unii-record-is-a-different-substance,DHP4EXW0RL,SEUOKNLZMRSBLL-UHFFFAOYSA-O,3047804,NXLJXARAIIJYAJ-UHFFFAOYSA-N,False
K1:L16PUN799N,1,Ambenonium,unii-record-is-a-different-substance,51FOB87G3I,OMHBPUNFVFNHJK-UHFFFAOYSA-P,8288,DXUUXWKFVDVHIK-UHFFFAOYSA-N,False
K1:L1F3R18W77,2,Asciminib,unii-record-is-a-different-substance,C5U34S9XFV,VOVZXURTCKPRDQ-CQSZACIVSA-N,133082086,HGCOOPLEWPBLOY-PFEQFJNWSA-N,False
K1:L1M1U2HC31,1,Grepafloxacin,unii-record-is-a-different-substance,A4ER1Z8N9N,AIJTTZAVMXIJGM-UHFFFAOYSA-N,656829,IEPMBYOIQGCVHO-UHFFFAOYSA-N,False
K1:L22772Z9CP,2,Leniolisib,unii-record-is-a-different-substance,3700M1H39Q,MWKYMZXCGYXLPL-ZDUSSCGKSA-N,90214495,XXEDEGOAYSGNPS-ZOWNYOTGSA-N,False
K1:L5D6922DJI,3,Pentacynium,unii-record-is-a-different-substance,B08O4ROE04,GKPFBMQXTRZTOW-UHFFFAOYSA-N,10390947,KQULNVINMHYPGH-UHFFFAOYSA-L,False
K1:L5Z9S25HO2,3,ZILURGISERTIB,unii-record-is-a-different-substance,1R349830SB,KPRPFTOLWQQUAV-OCVAFRRMSA-N,162623634,TYGOIKFMUXDYPB-NZTRXVCXSA-N,False
K1:L628TT009W,1,Isoprenaline,unii-record-is-a-different-substance,925FX3X776,JWZZKOKVBUJMES-UHFFFAOYSA-N,656677,CUQPTVCVZLUXJB-UHFFFAOYSA-N,False
K1:L63605PZ70,2,Talaporfin Sodium,unii-record-is-a-different-substance,L63605PZ70,VSEIDZLLWQQJGK-BRXYURPTSA-N,5488036,JLWROAPZCOJYGT-OBJGRMLXSA-J,False
K1:L6BR2WJD8V,1,Lomefloxacin,unii-record-is-a-different-substance,9VC7S3ZXXB,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,68624,KXEBLAPZMOQCKO-UHFFFAOYSA-N,False
K1:L6EE7H64YF,3,GSK-3008348 FREE BASE,unii-record-is-a-different-substance,33W7SJ9TBX,ZMXBIIQMSGOIRZ-RCZVLFRGSA-N,86272868,GCZLVFRSWWTRPH-DYNCTKRQSA-N,False
K1:L6O3XI777I,2,Zanamivir,unii-record-is-a-different-substance,9E25RDB1Q0,ARAIBEBZBOPLMB-UFGQHTETSA-N,636424,OELRRAURPSTFEX-VCFRRRQNSA-N,False
K1:LAH70H9JPH,3,Tiapride,unii-record-is-a-different-substance,25N106WEDO,JTVPZMFULRWINT-UHFFFAOYSA-N,5702214,OTFDPNXIVHBTKW-UHFFFAOYSA-N,False
K1:LER583670J,2,Loxapine,unii-record-is-a-different-substance,376MYL4MAL,XJGVXQDUIWGIRW-UHFFFAOYSA-N,71400,JSXBVMKACNEMKY-UHFFFAOYSA-N,False
K1:LGI67MCW2S,3,Ulimorelin,unii-record-is-a-different-substance,662MCS79XH,WGYPAJVJMXQXTR-ABNZCKJZSA-N,56841653,ZWIXEQBDJMFCMN-DHHNQDMHSA-N,False
K1:LHC4W5LJH4,3,Ansornitinib,unii-record-differs-no-exact-structure,LHC4W5LJH4,OABALTWKAJWHEA-RQZHXJHFSA-N,136234633,CIBINADBMIHXHZ-UHFFFAOYSA-N,False
K1:LHQ7J5KV9B,3,Pibenzimol,unii-record-is-a-different-substance,MHT095273M,INAAIJLSXJJHOZ-UHFFFAOYSA-N,31953,SMNPLAKEGAEPJD-UHFFFAOYSA-N,False
K1:LI2427F9CI,2,Daclatasvir,unii-record-is-a-different-substance,50ZO25C11D,FKRSSPOQAMALKA-CUPIEXAXSA-N,25154713,BVZLLUDATICXCI-JMSCDMLISA-N,False
K1:LL3147PI1T,1,Hexocyclium,unii-record-is-a-different-substance,84OPZ2Q0VB,ZRYHPQCHHOKSMD-UHFFFAOYSA-N,101587,NSILVESQCSUIAJ-UHFFFAOYSA-M,False
K1:LM19JT6G5K,2,Pirlimycin,unii-record-is-a-different-substance,8S09O559AQ,HBJOXQRURQPDEX-MHXMMLMNSA-N,20055247,CHAZSEMQYSZBFN-RWMVMHIMSA-N,False
K1:LMQ24G57E9,1,Daridorexant,unii-record-is-a-different-substance,9X9581N56R,NBGABHGMJVIVBW-QHCPKHFHSA-N,91809208,HJVGDXBEMFHGKI-BQAIUKQQSA-N,False
K1:LR24G6354G,2,Eribulin,unii-record-is-a-different-substance,AV9U0660CW,UFNVPOGXISZXJD-JBQZKEIOSA-N,17755248,QAMYWGZHLCQOOJ-WRNBYXCMSA-N,False
K1:LV23B78IJC,2,Iofetamine (123i),unii-record-is-a-different-substance,R5O1XB5L3M,ISEHJSHTIVKELA-DCWJVSPSSA-N,443997,AFLDFEASYWNJGX-FOHXBPHZSA-N,False
K1:LYO9XZ250J,1,Plazomicin,unii-record-is-a-different-substance,A78L6MT746,IYDYFVUFSPQPPV-PEXOCOHZSA-N,137528219,GUXPJAIJDJSSGJ-CYJQXXSXSA-N,False
K1:LZ0M43NNF2,2,Revumenib,unii-record-differs-no-exact-structure,75HI05N8HS,FRVSRBKUQZKTOW-YOCNBXQISA-N,146048028,AXNUWYROYVRYIM-VQYXCCSOSA-N,False
K1:LZ257RZP7K,1,Fospropofol,unii-record-is-a-different-substance,30868AY0IF,QVNNONOFASOXQV-UHFFFAOYSA-N,3038497,LWYLQNWMSGFCOZ-UHFFFAOYSA-L,False
K1:M0T18YH28D,2,Merbromin,unii-record-differs-no-exact-structure,M0T18YH28D,JTQWYPYCROTYNR-UHFFFAOYSA-M,9853537,SQFDQLBYJKFDDO-UHFFFAOYSA-K,False
K1:M102M1O19A,3,Etipirium,unii-record-is-a-different-substance,D6FH7ALQ18,VQBOTFUMIIUSAV-UHFFFAOYSA-N,71521,PCLIRWBVOVZTOK-UHFFFAOYSA-M,False
K1:M17ILL71MC,3,Efatutazone,unii-record-is-a-different-substance,76B44WEA8O,JCYNMRJCUYVDBC-UHFFFAOYSA-N,16719220,WFIOHOJEIMQCEG-UHFFFAOYSA-N,False
