key,tier,displayName,kind,unii,corpus_inchikey,pubchem_cid_for_unii,pubchem_inchikey_for_unii,skeletons_match
HOLD:existing:iodohippurate-sodium-i-123,1,Iodohippurate Sodium I-123,unii-record-is-a-different-substance,4NW20GFQ7H,CORFWQGVBFFZHF-UHFFFAOYSA-N,23667636,XYITYKDGJLHYPW-TWDNZPFZSA-M,False
HOLD:existing:iodohippurate-sodium-i-131,1,Iodohippurate Sodium I-131,unii-record-is-a-different-substance,9BRV734R3E,CORFWQGVBFFZHF-UHFFFAOYSA-N,23663553,XYITYKDGJLHYPW-UDYUCQKZSA-M,False
HOLD:existing:iothalamate-sodium-i-125,2,Iothalamate Sodium I-125,unii-record-is-a-different-substance,31J5U3Q9ZN,UXIGWFXRQKWHHA-UHFFFAOYSA-N,23724931,WCIMWHNSWLLELS-SQHZOQHUSA-M,False
HOLD:existing:lactitol,2,Lactitol,unii-record-is-a-different-substance,L2B0WJF7ZY,JCQLYHFGKNRPGE-FCVZTGTOSA-N,157355,VQHSOMBJVWLPSR-JVCRWLNRSA-N,False
HOLD:existing:magnesium-trisilicate,2,Magnesium Trisilicate,unii-record-is-a-different-substance,C2E1CI501T,GXGAKHNRMVGRPK-UHFFFAOYSA-N,71312620,FSBVERYRVPGNGG-UHFFFAOYSA-N,False
HOLD:existing:megestrol,1,Megestrol,unii-record-is-a-different-substance,EA6LD1M70M,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,19090,VXIMPSPISRVBPZ-NWUMPJBXSA-N,False
HOLD:existing:menadiol,1,Menadiol,unii-record-is-a-different-substance,VQ093653DO,JTNHOVZOOVVGHI-UHFFFAOYSA-N,10209,ZJTLZYDQJHKRMQ-UHFFFAOYSA-N,False
HOLD:existing:nafarelin,1,Nafarelin,unii-record-is-a-different-substance,1X0094V6JV,PPXLVGBVOZLEIW-ITQXDASVSA-N,25077405,RWHUEXWOYVBUCI-ITQXDASVSA-N,False
HOLD:existing:oxogestone,2,Oxogestone,unii-record-is-a-different-substance,A98264FU0C,LHPBUFXEIOLURH-GQZONRFDSA-N,19275,CNOGNHFPIBORED-JIKCGYBYSA-N,False
HOLD:existing:paramethasone,1,Paramethasone,unii-record-is-a-different-substance,VFC6ZX3584,HYRKAAMZBDSJFJ-LFDBJOOHSA-N,5875,MKPDWECBUAZOHP-AFYJWTTESA-N,False
HOLD:existing:plicamycin,1,Plicamycin,unii-record-is-a-different-substance,NIJ123W41V,XDKMHMINQXATOR-RCFLUEAHSA-N,163659,CFCUWKMKBJTWLW-BKHRDMLASA-N,False
HOLD:existing:potassium-citrate,2,Potassium Citrate,unii-record-is-a-different-substance,EE90ONI6FF,QEEAPRPFLLJWCF-UHFFFAOYSA-K,2735208,PJAHUDTUZRZBKM-UHFFFAOYSA-K,False
HOLD:existing:pregnenolone,3,Pregnenolone,unii-record-is-a-different-substance,73R90F7MQ8,OZZAYJQNMKMUSD-DMISRAGPSA-N,8955,ORNBQBCIOKFOEO-QGVNFLHTSA-N,False
HOLD:existing:sodium-succinate,1,Sodium Succinate,unii-record-is-a-different-substance,U16QOD6C4E,KZQSXALQTHVPDQ-UHFFFAOYSA-M,3083938,ZBTUYCUNQBRXOR-UHFFFAOYSA-L,False
HOLD:existing:trenbolone,1,Trenbolone,unii-record-is-a-different-substance,P53R4420TR,CMRJPMODSSEAPL-FYQPLNBISA-N,25015,MEHHPFQKXOUFFV-OWSLCNJRSA-N,False
HOLD:existing:voxilaprevir,2,Voxilaprevir,unii-record-is-a-different-substance,0570F37359,MKDALIOACIEUJM-XCFCBFDASA-N,89921642,MZBLZLWXUBZHSL-FZNJKFJKSA-N,False
K1:003VPM353K,3,Propineb,unii-record-is-a-different-substance,003VPM353K,IJIHYLHFNAWUGR-UHFFFAOYSA-N,6100711,KKMLIVYBGSAJPM-UHFFFAOYSA-L,False
K1:00ALI1GAY2,3,Y-33075,unii-record-is-a-different-substance,3304VH0J6B,JTVBXQAYBIJXRP-SNVBAGLBSA-N,11507964,IILQESWQPZIAGP-HNCPQSOCSA-N,False
K1:01K63SUP8D,2,Fluoxetine,unii-record-is-a-different-substance,I9W7N6B1KJ,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,62857,GIYXAJPCNFJEHY-UHFFFAOYSA-N,False
K1:01ZG3TPX31,2,Bupropion,unii-record-is-a-different-substance,ZG7E5POY8O,SNPPWIUOZRMYNY-UHFFFAOYSA-N,62884,HEYVINCGKDONRU-UHFFFAOYSA-N,False
K1:02J7X17ZUQ,3,Amaranth Acid,unii-record-differs-no-exact-structure,37RBV3X49K,IRPXADUBAQAOKL-QURGRASLSA-N,13506,WLDHEUZGFKACJH-UHFFFAOYSA-K,False
K1:02N4V81704,3,N-METHYLPHENETHYLAMINE,unii-record-is-a-different-substance,K5T46442PR,SASNBVQSOZSTPD-UHFFFAOYSA-N,77742,WIBADEXUNPVVIP-UHFFFAOYSA-N,False
K1:030PYR8953,1,Ropinirole,unii-record-is-a-different-substance,D7ZD41RZI9,UHSKFQJFRQCDBE-UHFFFAOYSA-N,68727,XDXHAEQXIBQUEZ-UHFFFAOYSA-N,False
K1:031A4BN94T,3,Delphinidin Cation,unii-record-is-a-different-substance,EM6MD4AEHE,JKHRCGUTYDNCLE-UHFFFAOYSA-O,68245,FFNDMZIBVDSQFI-UHFFFAOYSA-N,False
K1:0354RT7LG4,3,Buparvaquone,unii-record-differs-no-exact-structure,0354RT7LG4,KLLIVCPQDTYMLC-HDJSIYSDSA-N,71768,NEGDTWQGGLJCTL-UHFFFAOYSA-N,False
K1:048UJ2MM65,3,Besulpamide,unii-record-differs-no-exact-structure,048UJ2MM65,WTWPJPKEZBXNER-UHFFFAOYSA-N,9571085,PNDYDXDNOWKEBO-UHFFFAOYSA-N,False
K1:04Q9AIZ7NO,2,Pemetrexed,unii-record-is-a-different-substance,236Y2F7D9J,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,135565166,NBNBOZLBWLNZHB-ZOWNYOTGSA-N,False
K1:0578K3ELIO,2,Aceclidine,unii-record-is-a-different-substance,3B22O325Q6,WRJPSSPFHGNBMG-UHFFFAOYSA-N,170367,LWWSARSTZGNKGV-UHFFFAOYSA-N,False
K1:05V02F2KDG,1,Rosiglitazone,unii-record-is-a-different-substance,KX2339DP44,YASAKCUCGLMORW-UHFFFAOYSA-N,5281055,SUFUKZSWUHZXAV-BTJKTKAUSA-N,False
K1:07896928ZC,2,Eravacycline,unii-record-differs-no-exact-structure,WK1NMH89VJ,HLFSMUUOKPBTSM-ISIOAQNYSA-N,56951485,XIBSSTYDNTVAEU-RZVFYPHASA-N,False
K1:082U1GSX3D,3,ORELLANINE,unii-record-differs-no-exact-structure,082U1GSX3D,JEWWXPOUSBVQKG-UHFFFAOYSA-N,89579,JGRNMEQUBVRSQR-UHFFFAOYSA-N,False
K1:08Z8093742,2,CHLORATE,unii-record-differs-no-exact-structure,08Z8093742,LSUVGSGHYCLVPU-UHFFFAOYSA-N,104770,XTEGARKTQYYJKE-UHFFFAOYSA-M,False
K1:090IP5RV8F,2,Omadacycline,unii-record-differs-no-exact-structure,090IP5RV8F,JEECQCWWSTZDCK-IQZGDKDPSA-N,54697325,VJYKVCURWJGLPG-IQZGDKDPSA-N,False
K1:092R717W8L,3,Ilonidap,unii-record-differs-no-exact-structure,092R717W8L,BVNJBATUHVXZKP-QXMHVHEDSA-N,60828,SPQNPQCUZPOZJX-UHFFFAOYSA-N,False
K1:094ZI81Y45,1,Tamoxifen,unii-record-is-a-different-substance,7FRV7310N6,NKANXQFJJICGDU-QPLCGJKRSA-N,2733525,FQZYTYWMLGAPFJ-OQKDUQJOSA-N,False
K1:0CG6O25ZC4,3,Pecocycline,unii-record-differs-no-exact-structure,0CG6O25ZC4,LYOHRYSQMOWAQT-OSCKIKFWSA-N,54688697,PHNFFWXQFYGESU-OSCKIKFWSA-N,False
K1:0CH9049VIS,2,Selenocysteine,unii-record-is-a-different-substance,0CH9049VIS,ZKZBPNGNEQAJSX-REOHCLBHSA-N,6326983,FDKWRPBBCBCIGA-REOHCLBHSA-N,False
K1:0D3Q044KCA,1,Galantamine,unii-record-is-a-different-substance,MJ4PTD2VVW,ASUTZQLVASHGKV-JDFRZJQESA-N,121587,QORVDGQLPPAFRS-XPSHAMGMSA-N,False
K1:0DHU5B8D6V,2,Citalopram,unii-record-is-a-different-substance,I1E9D14F36,WSEQXVZVJXJVFP-UHFFFAOYSA-N,77995,WIHMBLDNRMIGDW-UHFFFAOYSA-N,False
K1:0FRP6G56LD,2,Biperiden,unii-record-is-a-different-substance,09TD6C5147,YSXKPIUOCJLQIE-UHFFFAOYSA-N,197083,GLPUBCPQWZZFNJ-UHFFFAOYSA-N,False
K1:0GXP746VXB,2,Cefotetan Disodium,unii-record-is-a-different-substance,0GXP746VXB,SRZNHPXWXCNNDU-RHBCBLIFSA-N,53024,ZQQALMSFFARWPK-ZTQQJVKJSA-L,False
K1:0M8A98AD9H,1,Cyclobarbital,unii-record-is-a-different-substance,0HZN7FV25R,WTYGAUXICFETTC-UHFFFAOYSA-N,13293232,LQOCSNZFBLPUID-UHFFFAOYSA-L,False
K1:0NG5TTM63P,1,Tramadol,unii-record-is-a-different-substance,9N7R477WCK,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,63013,PPKXEPBICJTCRU-XMZRARIVSA-N,False
K1:0TUL3ENK62,3,2-BUTANOL,unii-record-is-a-different-substance,WB09NY83YA,BTANRVKWQNVYAZ-UHFFFAOYSA-N,263,LRHPLDYGYMQRHN-UHFFFAOYSA-N,False
K1:0YIW783RG1,2,Formic Acid,unii-record-is-a-different-substance,NP3JD65NPY,BDAGIHXWWSANSR-UHFFFAOYSA-N,10997,CBOCVOKPQGJKKJ-UHFFFAOYSA-L,False
K1:1172Y38G55,3,Meglucycline,unii-record-differs-no-exact-structure,1172Y38G55,QQFZVDWDMZYSQX-FUUYDGDCSA-N,76962227,RTXXZBOFRSQDMC-FUUYDGDCSA-N,False
K1:11978226XX,3,Ripasudil,unii-record-is-a-different-substance,016TTR32QF,QSKQVZWVLOIIEV-NSHDSACASA-N,11625386,CMDJNMACGABCKQ-XVSRHIFFSA-N,False
K1:1433F1I86N,2,Antimony Pentasulfide,unii-record-differs-no-exact-structure,1433F1I86N,DQQPIVPONBAHNF-UHFFFAOYSA-N,11338637,RTXHBGXVTXVXMB-UHFFFAOYSA-N,False
K1:156B510BCG,3,BLI-489 Free Acid,unii-record-is-a-different-substance,R56JYB8P8Z,DMEYZPJEFHGESJ-CPWLGJMPSA-N,23697683,RFSWVJXWZXQOSW-ZDFSRXSCSA-M,False
K1:15B0523P5L,1,Naftazone,unii-record-differs-no-exact-structure,15B0523P5L,TZGBBMBARSFJBG-UKTHLTGXSA-N,71688,AGSIRJFXAANBMW-UHFFFAOYSA-N,False
K1:15OP6DI2OA,3,Minnelide Free Acid,unii-record-is-a-different-substance,1CIV2UMO40,QROUIGQWVUTWFM-RWBWCDHPSA-N,46203139,ZHBJMVNZRZUQEP-KIKMAQITSA-L,False
K1:16226S07N3,3,BL-1021 Free Base,unii-record-is-a-different-substance,7Q35V52Q2Z,DOIAVGICIXNFIH-UHFFFAOYSA-N,24898306,DEKZAWRGNGHZKY-UHFFFAOYSA-N,False
K1:1685PBD1HF,2,Lithium Iodate,unii-record-differs-no-exact-structure,1685PBD1HF,HGYMUQAIOPOBEL-UHFFFAOYSA-N,23687747,FZAXZVHFYFGNBX-UHFFFAOYSA-M,False
K1:16O34995MB,2,Iodohippuric Acid I-131,unii-record-is-a-different-substance,9BRV734R3E,CORFWQGVBFFZHF-AKGSDVBQSA-N,23663553,XYITYKDGJLHYPW-UDYUCQKZSA-M,False
K1:1756681479,3,Diaminopyrimidine Oxide,unii-record-differs-no-exact-structure,1756681479,SGHQFNHCCOBUKB-UHFFFAOYSA-N,10197687,YTKGAYFHUZTLCI-UHFFFAOYSA-N,False
K1:17Y5C34ML1,3,"OXAPROPANIUM, (-)-",unii-record-is-a-different-substance,3F725G9N2A,HJPHIJVSRJVAGC-UHFFFAOYSA-N,10939,HQWAEQCLIWVOMF-UHFFFAOYSA-M,False
K1:18AP231HUP,3,Tegavivint,unii-record-differs-no-exact-structure,18AP231HUP,GAPRVZKWPDRAJA-FGYAAKKASA-N,46212391,OMWCXCBGEFHCTN-FGYAAKKASA-N,False
K1:18Y7S5JKZD,2,Meptazinol,unii-record-is-a-different-substance,T62FQ4ZCPA,JLICHNCFTLFZJN-UHFFFAOYSA-N,65483,MPJUSISYVXABBH-UHFFFAOYSA-N,False
K1:1912L54M2V,3,Exeporfinium chloride,unii-record-is-a-different-substance,1912L54M2V,KZTXNPVFWHWJSH-UHFFFAOYSA-N,135456185,KJLHJQGDBJNMPU-UHFFFAOYSA-L,False
K1:1D6EFC579A,1,Chlormerodrin (197hg),unii-record-is-a-different-substance,1D6EFC579A,IJCITOQWOMWZIG-JWFOFJTQSA-N,91667977,BJFGVYCULWBXKF-WUYZZQIKSA-M,False
K1:1G5BK41P4F,2,Indigo,unii-record-differs-no-exact-structure,1G5BK41P4F,COHYTHOBJLSHDF-BUHFOSPRSA-N,10215,QQILFGKZUJYXGS-UHFFFAOYSA-N,False
K1:1GAJ98SC2X,3,RGB-286638 Free Base,unii-record-is-a-different-substance,478ZV54680,XLSYZSRXVVCHLS-UHFFFAOYSA-N,11285001,WJVMGQMXUBAAPL-UHFFFAOYSA-N,False
K1:1GS872GAFV,2,MONENSIN SODIUM,unii-record-is-a-different-substance,1GS872GAFV,GAOZTHIDHYLHMS-GDMSFIFLSA-N,23690927,XOIQMTLWECTKJL-PDHYURILSA-M,False
K1:1IH4C995X0,3,Oxypyrronium,unii-record-is-a-different-substance,1D79RM7Q04,KASKRXOORXMTTP-UHFFFAOYSA-N,71507,SXGOKQARVJHRML-UHFFFAOYSA-M,False
K1:1J444QC288,1,Amlodipine,unii-record-is-a-different-substance,864V2Q084H,HTIQEAQVCYTUBX-UHFFFAOYSA-N,60496,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,False
K1:1LGS5JRP31,1,Nomifensine,unii-record-is-a-different-substance,76S8CUH5MR,XXPANQJNYNUNES-UHFFFAOYSA-N,5358907,GEOCVSMCLVIOEV-BTJKTKAUSA-N,False
K1:1N3H74AYTK,3,Cimetropium,unii-record-differs-no-exact-structure,0C7M5WE60Q,QVVOZYKELHAIPX-WVHCHWADSA-N,20054870,WDURTRGFUGAJHA-HNHWXVNLSA-M,False
K1:1N74HM2BS7,2,Alfentanil,unii-record-is-a-different-substance,11S92G0TIW,IDBPHNDTYPBSNI-UHFFFAOYSA-N,64762,YYESXRRYBUERKF-UHFFFAOYSA-N,False
K1:1P7H87IN75,1,Secobarbital,unii-record-is-a-different-substance,XBP604F6UM,KQPKPCNLIDLUMF-UHFFFAOYSA-N,14148199,AXXJTNXVUHVOJW-UHFFFAOYSA-M,False
K1:1RS284BFUI,3,Canfosfamide,unii-record-is-a-different-substance,1LI341K7NQ,OJLHWPALWODJPQ-QNWVGRARSA-N,5312108,NECZZOFFLFZNHL-XVGZVFJZSA-N,False
K1:1V2C47TW7H,3,Naflocort Anhydrous,unii-record-is-a-different-substance,4B52439Y33,IAHHOCLLSLZUNW-LDLSTMIQSA-N,6917656,XBGQGAPUUJJOTA-KWLUMGGGSA-N,False
K1:1W306TDA6S,2,Rifabutin,unii-record-differs-no-exact-structure,1W306TDA6S,ATEBXHFBFRCZMA-VXTBVIBXSA-N,135415564,AZFBLLCNOQPJGJ-VXTBVIBXSA-N,False
K1:1WAM1OQ30B,2,Pivmecillinam,unii-record-is-a-different-substance,48FX7N21H2,NPGNOVNWUSPMDP-HLLBOEOZSA-N,115162,UHPXMYLONAGUPC-WKLLBTDKSA-N,False
K1:1ZPG1ELY14,2,Rose Bengal Potassium,unii-record-is-a-different-substance,1ZPG1ELY14,VDNLFJGJEQUWRB-UHFFFAOYSA-N,25473,AZJPTIGZZTZIDR-UHFFFAOYSA-L,False
K1:20O93L6F9H,2,Oseltamivir,unii-record-is-a-different-substance,4A3O49NGEZ,VSZGPKBBMSAYNT-RRFJBIMHSA-N,78000,PGZUMBJQJWIWGJ-ONAKXNSWSA-N,False
K1:2176O1M292,3,Penimocycline,unii-record-differs-no-exact-structure,2176O1M292,ZVVMCQBZCQRRME-YABKDXSZSA-N,76972772,XXYRJHQJYSUIJA-YABKDXSZSA-N,False
K1:21G64WZQ4I,3,Incyclinide,unii-record-differs-no-exact-structure,21G64WZQ4I,ZXFCRFYULUUSDW-OWXODZSWSA-N,54678924,NBRQRXRBIHVLGI-OWXODZSWSA-N,False
K1:21R8X8029I,3,((BENZYLAMIDINO)AMIDINO)PHOSPHORAMIDIC Acid,unii-record-is-a-different-substance,49030P3C8S,VZIKPPVTSPAWEC-UHFFFAOYSA-N,9578098,HFSIAOCWRILWLY-UHFFFAOYSA-L,False
K1:23Q8M2HE6S,1,Meclocycline,unii-record-differs-no-exact-structure,23Q8M2HE6S,GGQJXCQBBONZFX-IWVLMIASSA-N,54676539,RNIADBXQDMCFEN-IWVLMIASSA-N,False
K1:24T2A1DOYB,2,Regorafenib Anhydrous,unii-record-is-a-different-substance,MGN125FS9D,FNHKPVJBJVTLMP-UHFFFAOYSA-N,24768591,ZOPOQLDXFHBOIH-UHFFFAOYSA-N,False
K1:256K9PTI7D,3,Asoxime Cation,unii-record-is-a-different-substance,HUV88P6SJS,FJZDLOMCEPUCII-UHFFFAOYSA-P,135444627,QELSIJXWEROXOE-UHFFFAOYSA-N,False
K1:26SU0NEF5F,3,BMS-345541 Free Base,unii-record-is-a-different-substance,BXU277OCN5,PSPFQEBFYXJZEV-UHFFFAOYSA-N,9926054,MIDKPVLYXNLFGZ-UHFFFAOYSA-N,False
K1:27618J1N2X,2,Levorphanol,unii-record-is-a-different-substance,04WQU6T9QI,JAQUASYNZVUNQP-USXIJHARSA-N,5462348,UMZNDVASJKIQCB-QLFXFZCRSA-N,False
K1:27M563MU5U,3,PNU-282987 Free Base,unii-record-is-a-different-substance,810P1694K2,WECKJONDRAUFDD-ZDUSSCGKSA-N,11243536,HSEQUIRZHDYOIX-ZOWNYOTGSA-N,False
K1:27Z82M2G1N,3,Belotecan,unii-record-is-a-different-substance,01DZ4127G7,LNHWXBUNXOXMRL-VWLOTQADSA-N,6918340,SJKBXKKZBKCHET-UQIIZPHYSA-N,False
K1:28ENT76V8K,3,NP-51,unii-record-is-a-different-substance,RLN2GTG4YS,MVLOQULXIYSERZ-UHFFFAOYSA-N,9884807,ISGGVCWFTPTHIX-UHFFFAOYSA-N,False
K1:2BL953CCZ2,2,Permanganate Ion,unii-record-is-a-different-substance,2BL953CCZ2,ZJBYBXHCMWGGRR-UHFFFAOYSA-M,24401,NPDODHDPVPPRDJ-UHFFFAOYSA-N,False
K1:2C4Y86R2AX,3,CGC-11047 Free Base,unii-record-is-a-different-substance,HU43305R7O,XFWLTFZLLXVKDY-WAYWQWQTSA-N,9822383,MNJCMBNLXQCNHO-YGGCHVFLSA-N,False
K1:2CNI71214Y,3,Alanosine,unii-record-is-a-different-substance,2CNI71214Y,MLFKVJCWGUZWNV-REOHCLBHSA-N,135409347,ZGNLFUXWZJGETL-YUSKDDKASA-N,False
K1:2DNT962H92,3,Isatoribine Anhydrous,unii-record-is-a-different-substance,85141ONN7O,TZYVRXZQAWPIAB-FCLHUMLKSA-N,135484549,BZWQQOVSUSJJJO-QAGDRQIHSA-N,False
K1:2FVL90IM8I,3,DO-687,unii-record-is-a-different-substance,20PLE5W821,MNHDKMDLOJSCGN-UHFFFAOYSA-N,3038494,KFWJGUZIZAPFMX-UHFFFAOYSA-N,False
K1:2G83RZK9U6,3,Rifasutenizol,unii-record-differs-no-exact-structure,2G83RZK9U6,GVNMWVKTEANXFY-AIGATTFSSA-N,136014272,OZUTUJQHZGJOKZ-AIGATTFSSA-N,False
K1:2JGY63UVRO,3,Oxprenoate,unii-record-is-a-different-substance,167NDD8MTE,DNHCHRGCTVRAFT-JEHIOXJOSA-N,23677972,HXJITUGMCJCKCE-UYOQDFFISA-M,False
K1:2JH9LR1Y6S,3,Nitrocycline,unii-record-differs-no-exact-structure,2JH9LR1Y6S,PHMPSHIUYYLXKR-UVPAEMEASA-N,54688694,ICIDIYCNVITODC-UVPAEMEASA-N,False
K1:2K3X4G63S7,2,2-METHOXYISOBUTYL Isonitrile,unii-record-is-a-different-substance,971Z4W1S09,LJJFNFYPZOHRHM-UHFFFAOYSA-N,22617237,KNMLZCYLMYOYBD-UHFFFAOYSA-N,False
K1:2K789YO4JJ,3,Besigliptin,unii-record-differs-no-exact-structure,06SMN21EQE,WWRKIQZKFGMESZ-SFUJAXRZSA-N,91667592,VBMNNLBIPDGFBS-OFQXCICXSA-N,False
K1:2MN58RDC9D,3,Mexrenoic Acid,unii-record-is-a-different-substance,G5R44ZQ1DN,JBXXREPMUABISH-RGKMBJPFSA-N,23675009,QADGUEZDHAWIQG-BXKVGZNMSA-M,False
K1:2PZ9U8BQ9B,3,BIX-01294,unii-record-is-a-different-substance,57HBY4AC4W,OSXFATOLZGZLSK-UHFFFAOYSA-N,46945860,FMURUEPQXKJIPS-UHFFFAOYSA-N,False
K1:2QH3L1MO19,2,STIBOGLUCONIC ACID,unii-record-differs-no-exact-structure,2QH3L1MO19,RPOBPHCDIPHDQL-XCCFGPONSA-L,90661669,YVTOSJPXMJSKEV-XCCFGPONSA-N,False
K1:2UP9F49N8H,3,Monalazone,unii-record-is-a-different-substance,267GPF992J,WGHSWNHOFPGMKJ-UHFFFAOYSA-N,68808,LOLALWVGAJVUIE-UHFFFAOYSA-M,False
K1:2Y87E22X71,1,Hydrocortisone Phosphate,unii-record-is-a-different-substance,0388G963HY,BGSOJVFOEQLVMH-VWUMJDOOSA-N,441406,RYJIRNNXCHOUTQ-OJJGEMKLSA-L,False
K1:2YM9179F4V,3,Octahydroaminoacridine,unii-record-is-a-different-substance,O90FM8614H,BMRFESVZYWRROS-UHFFFAOYSA-N,44250206,SXNZJEKZKUJFLV-UHFFFAOYSA-N,False
K1:2Z3E1OF81V,2,Butylscopolamine,unii-record-differs-no-exact-structure,0GH9JX37C8,YBCNXCRZPWQOBR-WVHCHWADSA-N,6852391,HOZOZZFCZRXYEK-HNHWXVNLSA-M,False
K1:2Z667N02HQ,3,Rancinamycin Iia,unii-record-is-a-different-substance,67WQ9O91IO,NSBYSHKEWUPBPX-UHFFFAOYSA-N,76956772,HEWICEWYFOOYNG-OHBODLIOSA-N,False
K1:309713XSKW,3,Cipralisant,unii-record-is-a-different-substance,7ENI812SZS,CVKJAXCQPFOAIN-VXGBXAGGSA-N,6450822,QIQWRCNAPQJQLL-COALEZEGSA-N,False
K1:30LE65637T,3,Revamilast,unii-record-differs-no-exact-structure,30LE65637T,IXQHNBONEVULTL-UHFFFAOYSA-N,11546664,CFRXVFRHMZLQBS-UHFFFAOYSA-N,False
K1:30S50YM8OG,2,Hydroxyzine,unii-record-is-a-different-substance,76755771U3,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,91513,ANOMHKZSQFYSBR-UHFFFAOYSA-N,False
K1:31ZXM8ZKQ3,3,L-778123 FREE BASE,unii-record-is-a-different-substance,2A2059P49U,JNUGFGAVPBYSHF-UHFFFAOYSA-N,216453,YNBSQYGTJLIPJS-UHFFFAOYSA-N,False
K1:32526637PN,3,"2,4,5-TRICHLOROPHENOL",unii-record-is-a-different-substance,444YK71BIV,LHJGJYXLEPZJPM-UHFFFAOYSA-N,21952,BNVFYGMONODIGW-UHFFFAOYSA-N,False
K1:327C7L2BXQ,3,Phenethylamine,unii-record-is-a-different-substance,VOF61XW69D,BHHGXPLMPWCGHP-UHFFFAOYSA-N,9075,SKHIBNDAFWIOPB-UHFFFAOYSA-N,False
K1:32828355LL,2,Rabeprazole,unii-record-is-a-different-substance,3L36P16U4R,YREYEVIYCVEVJK-UHFFFAOYSA-N,14720269,KRCQSTCYZUOBHN-UHFFFAOYSA-N,False
K1:32VY6L26ZW,2,Metixene,unii-record-is-a-different-substance,84L8XK6N1G,MJFJKKXQDNNUJF-UHFFFAOYSA-N,71177,RAOHHYUBMJLHNC-UHFFFAOYSA-N,False
K1:334895S862,2,Doxycycline Anhydrous,unii-record-differs-no-exact-structure,19XTS3T51U,JBIWCJUYHHGXTC-AKNGSSGZSA-N,54686183,UHHHTIKWXBRCLT-VDBOFHIQSA-N,False
K1:344S277G0Z,2,Allantoin,unii-record-is-a-different-substance,18B8O9DQA2,POJWUDADGALRAB-UHFFFAOYSA-N,136146352,VTKMMWSAJLCWSM-UHFFFAOYSA-H,False
K1:3483C2H13H,2,Hexamidine,unii-record-is-a-different-substance,023XA5Z50L,OQLKNTOKMBVBKV-UHFFFAOYSA-N,3080571,NBVZMBLJRHUOJR-UHFFFAOYSA-N,False
K1:34ZXW6ZV21,3,Bevantolol,unii-record-is-a-different-substance,4VB9HU07BC,HXLAFSUPPDYFEO-UHFFFAOYSA-N,39324,FJTKCFSPYUMXJB-UHFFFAOYSA-N,False
K1:361LPM2T56,2,Sugammadex,unii-record-is-a-different-substance,ERJ6X2MXV7,WHRODDIHRRDWEW-VTHZAVIASA-N,6918584,KMGKABOMYQLLDJ-VKHHSAQNSA-F,False
K1:36EI79TX7I,1,Methantheline,unii-record-is-a-different-substance,090519SAPF,GZHFODJQISUKAY-UHFFFAOYSA-N,5883,PQMWYJDJHJQZDE-UHFFFAOYSA-M,False
K1:36QM58LVGU,3,Trefentanil,unii-record-is-a-different-substance,20742ZOB3G,RJSCINHYBGMIFT-UHFFFAOYSA-N,60727,YMRJQYDWCFOMRR-UHFFFAOYSA-N,False
K1:370X21564P,2,Magnesium Bromate,unii-record-differs-no-exact-structure,370X21564P,JXUOOGDODGQUNY-UHFFFAOYSA-N,61750,RNUHOKZSYYKPPI-UHFFFAOYSA-L,False
K1:372MAR8LH9,3,Silver Difluoride,unii-record-is-a-different-substance,372MAR8LH9,KWVVTSALYXIJSS-UHFFFAOYSA-L,11542804,DOVBQBITXCIRPH-UHFFFAOYSA-L,False
K1:385H9E7854,2,N-((2S)-2-(BIS(CARBOXYMETHYL)AMINO)-3-(4-ETHOXYPHENYL)PROPYL)-N-(2-(BIS(CARBOXYMETHYL)AMINO)ETHYL)GLYCINE,unii-record-is-a-different-substance,3QJA87N40S,AQOXEJNYXXLRQQ-KRWDZBQOSA-N,25203894,PCZHWPSNPWAQNF-LMOVPXPDSA-K,False
K1:3982TWQ96G,2,Neostigmine,unii-record-is-a-different-substance,005SYP50G5,ALWKGYPQUAPLQC-UHFFFAOYSA-N,8246,LULNWZDBKTWDGK-UHFFFAOYSA-M,False
K1:3B744AG22N,2,Technetium Tc-99m Exametazime,unii-record-is-a-different-substance,3B744AG22N,BPNZYADGDZPRTK-UDUYQYQQSA-N,11954234,ZLRVWFDVJWKAIL-LXMACRGBSA-M,False
K1:3C5ORO99TY,2,Tripelennamine,unii-record-is-a-different-substance,30OC46A3J9,UFLGIAIHIAPJJC-UHFFFAOYSA-N,197066,GGRBYIUPUOYRLQ-UHFFFAOYSA-N,False
K1:3C7TTK1K7K,3,Prifinium,unii-record-is-a-different-substance,3B7O9ZC520,ZYEPZINLLPPBMI-UHFFFAOYSA-N,20749,UCGJZJXOPSNTGZ-UHFFFAOYSA-M,False
K1:3CD7R3856C,3,Diprotrizoic Acid,unii-record-is-a-different-substance,3XJY028PJZ,OIXRDAZPDINJPT-UHFFFAOYSA-N,23690425,MEMHCDLRPADYQY-UHFFFAOYSA-M,False
K1:3DRR0X4728,3,Clazosentan,unii-record-is-a-different-substance,0L77PK62L1,LFWCJABOXHSRGC-UHFFFAOYSA-N,51346597,PZNSONUYVNYXJZ-UHFFFAOYSA-N,False
