page_a,page_b,rule,action,evidence
K2:XLCNVWUKICLURR-BGJLAERMSA-N,K2:XLCNVWUKICLURR-NTNLSYPKSA-N,R3-SAME-SKELETON,form_of,"{""a"":""CHEMBL4061580"",""b"":""Artefenomel"",""inchikey_a"":""XLCNVWUKICLURR-BGJLAERMSA-N"",""inchikey_b"":""XLCNVWUKICLURR-NTNLSYPKSA-N"",""note"":""CHEMBL4061580 and Artefenomel share the connectivity skeleton XLCNVWUKICLURR and differ in the recorded stereochemistry."",""origin"":""skeleton:XLCNVWUKICLURR"",""relation"":""stereoisomer_of"",""skeleton"":""XLCNVWUKICLURR""}"
"COMBO:{K1:GN5P7K3T8S,K1:S2F83W92TK}",K1:U75VZ9PK1J,EXCEPTION-COMBINATION,keep_separate,"{""a"":""Proxifezone"",""b"":""Levopropoxyphene"",""origin"":""skeleton:XLMALTXPSGQGBX"",""reason"":""Proxifezone is a combination product and Levopropoxyphene is a single substance; \u00a73.7 keeps a combination record separate from its components.""}"
"COMBO:{K1:O9S4K2S25E,K1:S2F83W92TK}",K1:U75VZ9PK1J,EXCEPTION-COMBINATION,keep_separate,"{""a"":""PROPOXYPHENE NAPSYLATE"",""b"":""Levopropoxyphene"",""origin"":""skeleton:XLMALTXPSGQGBX"",""reason"":""PROPOXYPHENE NAPSYLATE is a combination product and Levopropoxyphene is a single substance; \u00a73.7 keeps a combination record separate from its components.""}"
K1:S2F83W92TK,K1:U75VZ9PK1J,R3-SAME-SKELETON,form_of,"{""a"":""Dextropropoxyphene"",""b"":""Levopropoxyphene"",""inchikey_a"":""XLMALTXPSGQGBX-GCJKJVERSA-N"",""inchikey_b"":""XLMALTXPSGQGBX-PGRDOPGGSA-N"",""note"":""Dextropropoxyphene is the enantiomer of Levopropoxyphene."",""origin"":""skeleton:XLMALTXPSGQGBX"",""relation"":""stereoisomer_of"",""skeleton"":""XLMALTXPSGQGBX""}"
K1:059QF0KO0R,K1:J65BV539M3,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Aqua"",""b"":""DEUTERIUM OXIDE"",""origin"":""skeleton:XLYOFNOQVPJJNP"",""reason"":""Aqua and DEUTERIUM OXIDE differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:63M8RYN44N,K1:J65BV539M3,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""WATER O 15"",""b"":""DEUTERIUM OXIDE"",""origin"":""skeleton:XLYOFNOQVPJJNP"",""reason"":""WATER O 15 and DEUTERIUM OXIDE differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:47MAJ1Y2NE,K1:GFD7C86Q1W,R3-SAME-SKELETON,form_of,"{""a"":""(-)-LIMONENE"",""b"":""Limonene"",""inchikey_a"":""XMGQYMWWDOXHJM-SNVBAGLBSA-N"",""inchikey_b"":""XMGQYMWWDOXHJM-JTQLQIEISA-N"",""note"":""(-)-LIMONENE (UNII 47MAJ1Y2NE) is the (S)-enantiomer of Limonene (UNII GFD7C86Q1W), the (R)-enantiomer."",""origin"":""skeleton:XMGQYMWWDOXHJM"",""relation"":""stereoisomer_of"",""skeleton"":""XMGQYMWWDOXHJM""}"
K1:9MC3I34447,K1:GFD7C86Q1W,R3-SAME-SKELETON,form_of,"{""a"":""LIMONENE, (+/-)-"",""b"":""Limonene"",""inchikey_a"":""XMGQYMWWDOXHJM-UHFFFAOYSA-N"",""inchikey_b"":""XMGQYMWWDOXHJM-JTQLQIEISA-N"",""note"":""Limonene (UNII GFD7C86Q1W) carries defined stereochemistry; LIMONENE, (+/-)- (UNII 9MC3I34447) is recorded without it."",""origin"":""skeleton:XMGQYMWWDOXHJM"",""relation"":""stereoisomer_of"",""skeleton"":""XMGQYMWWDOXHJM""}"
K2:XRBFZYFJBUZBIE-MOMDTQCHSA-N,K2:XRBFZYFJBUZBIE-NDIVSWGXSA-N,R3-SAME-SKELETON,form_of,"{""a"":""CHEMBL3422097"",""b"":""CHEMBL3422098"",""inchikey_a"":""XRBFZYFJBUZBIE-MOMDTQCHSA-N"",""inchikey_b"":""XRBFZYFJBUZBIE-NDIVSWGXSA-N"",""note"":""CHEMBL3422098 is a diastereomer of CHEMBL3422097."",""origin"":""skeleton:XRBFZYFJBUZBIE"",""relation"":""stereoisomer_of"",""skeleton"":""XRBFZYFJBUZBIE""}"
HOLD:existing:urea-c-13,K1:WBZ6M63TEE,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Urea C-13"",""b"":""UREA C 14"",""origin"":""skeleton:XSQUKJJJFZCRTK"",""reason"":""Urea C-13 and UREA C 14 differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:8W8T17847W,K1:WBZ6M63TEE,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Urea"",""b"":""UREA C 14"",""origin"":""skeleton:XSQUKJJJFZCRTK"",""reason"":""Urea and UREA C 14 differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:W6KX9E6D8X,K1:WBZ6M63TEE,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""UREA C 13"",""b"":""UREA C 14"",""origin"":""skeleton:XSQUKJJJFZCRTK"",""reason"":""UREA C 13 and UREA C 14 differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:4W9K63FION,K1:Q51BO43MG4,R3-SAME-SKELETON,form_of,"{""a"":""Dextrothyroxine"",""b"":""Levothyroxine"",""inchikey_a"":""XUIIKFGFIJCVMT-GFCCVEGCSA-N"",""inchikey_b"":""XUIIKFGFIJCVMT-LBPRGKRZSA-N"",""note"":""Dextrothyroxine is the (R)-enantiomer of Levothyroxine, the (S)-enantiomer."",""origin"":""skeleton:XUIIKFGFIJCVMT"",""relation"":""stereoisomer_of"",""skeleton"":""XUIIKFGFIJCVMT""}"
K1:Q51BO43MG4,K1:QR0BV3BRIA,R3-SAME-SKELETON,form_of,"{""a"":""Levothyroxine"",""b"":""THYROXINE, DL-"",""inchikey_a"":""XUIIKFGFIJCVMT-LBPRGKRZSA-N"",""inchikey_b"":""XUIIKFGFIJCVMT-UHFFFAOYSA-N"",""note"":""Levothyroxine carries defined stereochemistry; THYROXINE, DL- is recorded without it."",""origin"":""skeleton:XUIIKFGFIJCVMT"",""relation"":""stereoisomer_of"",""skeleton"":""XUIIKFGFIJCVMT""}"
K1:IU8WN3PPI2,K1:K848JZ4886,R3-SAME-SKELETON,form_of,"{""a"":""D-CYSTEINE"",""b"":""Cysteine"",""inchikey_a"":""XUJNEKJLAYXESH-UWTATZPHSA-N"",""inchikey_b"":""XUJNEKJLAYXESH-REOHCLBHSA-N"",""note"":""D-CYSTEINE is the (S)-enantiomer of Cysteine, the (R)-enantiomer."",""origin"":""skeleton:XUJNEKJLAYXESH"",""relation"":""stereoisomer_of"",""skeleton"":""XUJNEKJLAYXESH""}"
K1:GOO8ZCK7RT,K1:Y7L24THH6T,R3-SAME-SKELETON,form_of,"{""a"":""Dexisometheptene"",""b"":""Isometheptene"",""inchikey_a"":""XVQUOJBERHHONY-SECBINFHSA-N"",""inchikey_b"":""XVQUOJBERHHONY-UHFFFAOYSA-N"",""note"":""Dexisometheptene carries defined stereochemistry; Isometheptene is recorded without it."",""origin"":""skeleton:XVQUOJBERHHONY"",""relation"":""stereoisomer_of"",""skeleton"":""XVQUOJBERHHONY""}"
K1:I535TOV6LY,K1:Q94YYU22B8,R3-SAME-SKELETON,form_of,"{""a"":""Diethylpropion"",""b"":""Amfepramone"",""inchikey_a"":""XXEPPPIWZFICOJ-NSHDSACASA-N"",""inchikey_b"":""XXEPPPIWZFICOJ-UHFFFAOYSA-N"",""note"":""Diethylpropion carries defined stereochemistry; Amfepramone is recorded without it."",""origin"":""skeleton:XXEPPPIWZFICOJ"",""relation"":""stereoisomer_of"",""skeleton"":""XXEPPPIWZFICOJ""}"
K1:51M993JIQ4,K1:Z68GAY208B,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Florzolotau (18f)"",""b"":""FLORZOLOTAU"",""origin"":""skeleton:XXNYLYXTRMQXJS"",""reason"":""Florzolotau (18f) and FLORZOLOTAU differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:6AI63CHT0T,K1:9100L32L2N,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Metformin C-11"",""b"":""Metformin"",""origin"":""skeleton:XZWYZXLIPXDOLR"",""reason"":""Metformin C-11 and Metformin differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:05V02F2KDG,K1:3U8PBH2BON,R3-SAME-SKELETON,form_of,"{""a"":""Rosiglitazone"",""b"":""Rosiglitazone"",""inchikey_a"":""YASAKCUCGLMORW-UHFFFAOYSA-N"",""inchikey_b"":""YASAKCUCGLMORW-OAHLLOKOSA-N"",""note"":""Rosiglitazone (UNII 3U8PBH2BON) carries defined stereochemistry; Rosiglitazone (UNII 05V02F2KDG) is recorded without it."",""origin"":""skeleton:YASAKCUCGLMORW"",""relation"":""stereoisomer_of"",""skeleton"":""YASAKCUCGLMORW""}"
K1:3485Y39925,K1:G9CUR2204U,R3-SAME-SKELETON,form_of,"{""a"":""S-Methylmethionine"",""b"":""METHYLMETHIONINE SULFONIUM CHLORIDE"",""inchikey_a"":""YDBYJHTYSHBBAU-YFKPBYRVSA-N"",""inchikey_b"":""YDBYJHTYSHBBAU-YFKPBYRVSA-O"",""note"":""METHYLMETHIONINE SULFONIUM CHLORIDE is the cation of S-Methylmethionine (net charge difference +1)."",""origin"":""skeleton:YDBYJHTYSHBBAU"",""relation"":""ionised_form_of"",""skeleton"":""YDBYJHTYSHBBAU""}"
K1:LA9DTA2L8F,K1:UVI40IC2GN,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Carfentanil"",""b"":""[11C]-CARFENTANIL"",""origin"":""skeleton:YDSDEBIZUNNPOB"",""reason"":""Carfentanil and [11C]-CARFENTANIL differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:R3UK8X3U3D,K1:V63XWA605I,R3-SAME-SKELETON,form_of,"{""a"":""Modafinil"",""b"":""Armodafinil"",""inchikey_a"":""YFGHCGITMMYXAQ-UHFFFAOYSA-N"",""inchikey_b"":""YFGHCGITMMYXAQ-LJQANCHMSA-N"",""note"":""Armodafinil carries defined stereochemistry; Modafinil is recorded without it."",""origin"":""skeleton:YFGHCGITMMYXAQ"",""relation"":""stereoisomer_of"",""skeleton"":""YFGHCGITMMYXAQ""}"
K1:57370OZ3P1,K1:ZX7907IE2H,R3-SAME-SKELETON,form_of,"{""a"":""Ractopamine"",""b"":""Butopamine"",""inchikey_a"":""YJQZYXCXBBCEAQ-UHFFFAOYSA-N"",""inchikey_b"":""YJQZYXCXBBCEAQ-ACJLOTCBSA-N"",""note"":""Butopamine carries defined stereochemistry; Ractopamine is recorded without it."",""origin"":""skeleton:YJQZYXCXBBCEAQ"",""relation"":""stereoisomer_of"",""skeleton"":""YJQZYXCXBBCEAQ""}"
K2:YKAYCWPQDPILSA-RXMQYKEDSA-N,K2:YKAYCWPQDPILSA-YFKPBYRVSA-N,R3-SAME-SKELETON,form_of,"{""a"":""CHEMBL361403"",""b"":""CHEMBL185586"",""inchikey_a"":""YKAYCWPQDPILSA-RXMQYKEDSA-N"",""inchikey_b"":""YKAYCWPQDPILSA-YFKPBYRVSA-N"",""note"":""CHEMBL185586 is the (S)-enantiomer of CHEMBL361403, the (R)-enantiomer."",""origin"":""skeleton:YKAYCWPQDPILSA"",""relation"":""stereoisomer_of"",""skeleton"":""YKAYCWPQDPILSA""}"
K1:15OX67P384,K1:S07O44R1ZM,R3-SAME-SKELETON,form_of,"{""a"":""Zucapsaicin"",""b"":""Capsaicin"",""inchikey_a"":""YKPUWZUDDOIDPM-VURMDHGXSA-N"",""inchikey_b"":""YKPUWZUDDOIDPM-SOFGYWHQSA-N"",""note"":""Zucapsaicin and Capsaicin share the connectivity skeleton YKPUWZUDDOIDPM and differ in the recorded stereochemistry."",""origin"":""skeleton:YKPUWZUDDOIDPM"",""relation"":""stereoisomer_of"",""skeleton"":""YKPUWZUDDOIDPM""}"
K2:YLMRCYCGLCIPMC-IERDGZPVSA-N,K2:YLMRCYCGLCIPMC-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""CHEMBL208154"",""b"":""CHEMBL360771"",""inchikey_a"":""YLMRCYCGLCIPMC-IERDGZPVSA-N"",""inchikey_b"":""YLMRCYCGLCIPMC-UHFFFAOYSA-N"",""note"":""CHEMBL208154 carries defined stereochemistry; CHEMBL360771 is recorded without it."",""origin"":""skeleton:YLMRCYCGLCIPMC"",""relation"":""stereoisomer_of"",""skeleton"":""YLMRCYCGLCIPMC""}"
K1:6867Q6IKOD,K1:6W15Z5R0RU,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""FLORBETAPIR"",""b"":""Florbetapir (18f)"",""origin"":""skeleton:YNDIAUKFXKEXSV"",""reason"":""FLORBETAPIR and Florbetapir (18f) differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:50LFG02TXD,K1:690G0D6V8H,R3-SAME-SKELETON,form_of,"{""a"":""Esketamine"",""b"":""Ketamine"",""inchikey_a"":""YQEZLKZALYSWHR-ZDUSSCGKSA-N"",""inchikey_b"":""YQEZLKZALYSWHR-UHFFFAOYSA-N"",""note"":""Esketamine carries defined stereochemistry; Ketamine is recorded without it."",""origin"":""skeleton:YQEZLKZALYSWHR"",""relation"":""stereoisomer_of"",""skeleton"":""YQEZLKZALYSWHR""}"
K1:690G0D6V8H,K1:Y2RI13H7VW,R3-SAME-SKELETON,form_of,"{""a"":""Ketamine"",""b"":""KETAMINE, (R)-"",""inchikey_a"":""YQEZLKZALYSWHR-UHFFFAOYSA-N"",""inchikey_b"":""YQEZLKZALYSWHR-CYBMUJFWSA-N"",""note"":""KETAMINE, (R)- is the (R)-stereoisomer of Ketamine, which is recorded without defined stereochemistry."",""origin"":""skeleton:YQEZLKZALYSWHR"",""relation"":""stereoisomer_of"",""skeleton"":""YQEZLKZALYSWHR""}"
K1:73SNV1H5Y5,K1:PEG5DP7434,R3-SAME-SKELETON,form_of,"{""a"":""Synephrine"",""b"":""OXEDRINE"",""inchikey_a"":""YRCWQPVGYLYSOX-SECBINFHSA-N"",""inchikey_b"":""YRCWQPVGYLYSOX-UHFFFAOYSA-N"",""note"":""Synephrine carries defined stereochemistry; OXEDRINE is recorded without it."",""origin"":""skeleton:YRCWQPVGYLYSOX"",""relation"":""stereoisomer_of"",""skeleton"":""YRCWQPVGYLYSOX""}"
K1:32828355LL,K1:65JK8810RM,R3-SAME-SKELETON,form_of,"{""a"":""Rabeprazole"",""b"":""DEXRABEPRAZOLE"",""inchikey_a"":""YREYEVIYCVEVJK-UHFFFAOYSA-N"",""inchikey_b"":""YREYEVIYCVEVJK-RUZDIDTESA-N"",""note"":""DEXRABEPRAZOLE carries defined stereochemistry; Rabeprazole is recorded without it."",""origin"":""skeleton:YREYEVIYCVEVJK"",""relation"":""stereoisomer_of"",""skeleton"":""YREYEVIYCVEVJK""}"
K1:C5W04GO61S,K1:X294K8K2PF,R3-SAME-SKELETON,form_of,"{""a"":""Tiopronin"",""b"":""Dextiopronin"",""inchikey_a"":""YTGJWQPHMWSCST-UHFFFAOYSA-N"",""inchikey_b"":""YTGJWQPHMWSCST-GSVOUGTGSA-N"",""note"":""Dextiopronin carries defined stereochemistry; Tiopronin is recorded without it."",""origin"":""skeleton:YTGJWQPHMWSCST"",""relation"":""stereoisomer_of"",""skeleton"":""YTGJWQPHMWSCST""}"
K1:5X4V82ZN30,K1:V6H66N6UDU,R3-SAME-SKELETON,form_of,"{""a"":""Furaltadone"",""b"":""Levofuraltadone"",""inchikey_a"":""YVQVOQKFMFRVGR-VGOFMYFVSA-N"",""inchikey_b"":""YVQVOQKFMFRVGR-NGPAHMQLSA-N"",""note"":""Levofuraltadone and Furaltadone share the connectivity skeleton YVQVOQKFMFRVGR and differ in the recorded stereochemistry."",""origin"":""skeleton:YVQVOQKFMFRVGR"",""relation"":""stereoisomer_of"",""skeleton"":""YVQVOQKFMFRVGR""}"
K1:5I5Y2789ZF,K1:HP6E97INCN,R3-SAME-SKELETON,form_of,"{""a"":""Viloxazine"",""b"":""Viloxazine"",""inchikey_a"":""YWPHCCPCQOJSGZ-UHFFFAOYSA-N"",""inchikey_b"":""YWPHCCPCQOJSGZ-LLVKDONJSA-N"",""note"":""Viloxazine (UNII HP6E97INCN) carries defined stereochemistry; Viloxazine (UNII 5I5Y2789ZF) is recorded without it."",""origin"":""skeleton:YWPHCCPCQOJSGZ"",""relation"":""stereoisomer_of"",""skeleton"":""YWPHCCPCQOJSGZ""}"
K1:ARU8KZS3S9,K1:LDJ6344143,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""PF-06445974 F-18"",""b"":""PF-06445974"",""origin"":""skeleton:YWTCDMZVTLNYLN"",""reason"":""PF-06445974 F-18 and PF-06445974 differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:A6D97U294I,K1:HO7QAP3XEF,R3-SAME-SKELETON,form_of,"{""a"":""Sotalol"",""b"":""Dexsotalol"",""inchikey_a"":""ZBMZVLHSJCTVON-UHFFFAOYSA-N"",""inchikey_b"":""ZBMZVLHSJCTVON-GFCCVEGCSA-N"",""note"":""Dexsotalol carries defined stereochemistry; Sotalol is recorded without it."",""origin"":""skeleton:ZBMZVLHSJCTVON"",""relation"":""stereoisomer_of"",""skeleton"":""ZBMZVLHSJCTVON""}"
K1:KK9WYJ6556,K1:UEO8UW9V1Z,R3-SAME-SKELETON,form_of,"{""a"":""Dexetozoline"",""b"":""Etozolin"",""inchikey_a"":""ZCKKHYXUQFTBIK-XPSMFNQNSA-N"",""inchikey_b"":""ZCKKHYXUQFTBIK-KTKRTIGZSA-N"",""note"":""Dexetozoline and Etozolin share the connectivity skeleton ZCKKHYXUQFTBIK and differ in the recorded stereochemistry."",""origin"":""skeleton:ZCKKHYXUQFTBIK"",""relation"":""stereoisomer_of"",""skeleton"":""ZCKKHYXUQFTBIK""}"
K1:0X03II877M,K1:G79DM7O471,R3-SAME-SKELETON,form_of,"{""a"":""Allethrin"",""b"":""BIOALLETHRIN"",""inchikey_a"":""ZCVAOQKBXKSDMS-UHFFFAOYSA-N"",""inchikey_b"":""ZCVAOQKBXKSDMS-AQYZNVCMSA-N"",""note"":""BIOALLETHRIN carries defined stereochemistry; Allethrin is recorded without it."",""origin"":""skeleton:ZCVAOQKBXKSDMS"",""relation"":""stereoisomer_of"",""skeleton"":""ZCVAOQKBXKSDMS""}"
K1:7R6S3C8YL2,K2:ZCXUVYAZINUVJD-AIECOIEWSA-N,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":"".BETA.-D-FLUDEOXYGLUCOPYRANOSE F-18"",""b"":""CHEMBL1234222"",""origin"":""skeleton:ZCXUVYAZINUVJD"",""reason"":"".BETA.-D-FLUDEOXYGLUCOPYRANOSE F-18 and CHEMBL1234222 differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:7R6S3C8YL2,K2:ZCXUVYAZINUVJD-GLCXRVCCSA-N,R3-SAME-SKELETON,form_of,"{""a"":"".BETA.-D-FLUDEOXYGLUCOPYRANOSE F-18"",""b"":""Fludeoxyglucose (18f)"",""inchikey_a"":""ZCXUVYAZINUVJD-RCVQEXLNSA-N"",""inchikey_b"":""ZCXUVYAZINUVJD-GLCXRVCCSA-N"",""note"":""Fludeoxyglucose (18f) and .BETA.-D-FLUDEOXYGLUCOPYRANOSE F-18 share the connectivity skeleton ZCXUVYAZINUVJD and differ in the recorded stereochemistry."",""origin"":""skeleton:ZCXUVYAZINUVJD"",""relation"":""stereoisomer_of"",""skeleton"":""ZCXUVYAZINUVJD""}"
K1:7R6S3C8YL2,K2:ZCXUVYAZINUVJD-IVMDWMLBSA-N,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":"".BETA.-D-FLUDEOXYGLUCOPYRANOSE F-18"",""b"":""FLUDEOXYGLUCOSE"",""origin"":""skeleton:ZCXUVYAZINUVJD"",""reason"":"".BETA.-D-FLUDEOXYGLUCOPYRANOSE F-18 and FLUDEOXYGLUCOSE differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:75T64B71RP,K1:H57G17P2FN,R3-SAME-SKELETON,form_of,"{""a"":""Dexbrompheniramine"",""b"":""Brompheniramine"",""inchikey_a"":""ZDIGNSYAACHWNL-HNNXBMFYSA-N"",""inchikey_b"":""ZDIGNSYAACHWNL-UHFFFAOYSA-N"",""note"":""Dexbrompheniramine carries defined stereochemistry; Brompheniramine is recorded without it."",""origin"":""skeleton:ZDIGNSYAACHWNL"",""relation"":""stereoisomer_of"",""skeleton"":""ZDIGNSYAACHWNL""}"
K1:75T64B71RP,K1:Z4L2A7J0MC,R3-SAME-SKELETON,form_of,"{""a"":""Dexbrompheniramine"",""b"":""Brompheniramine"",""inchikey_a"":""ZDIGNSYAACHWNL-HNNXBMFYSA-N"",""inchikey_b"":""ZDIGNSYAACHWNL-OAHLLOKOSA-N"",""note"":""Brompheniramine is the (R)-enantiomer of Dexbrompheniramine, the (S)-enantiomer."",""origin"":""skeleton:ZDIGNSYAACHWNL"",""relation"":""stereoisomer_of"",""skeleton"":""ZDIGNSYAACHWNL""}"
K1:0RH81L854J,K1:63HB36CA2Y,R3-SAME-SKELETON,form_of,"{""a"":""Glutamine"",""b"":""D-GLUTAMINE"",""inchikey_a"":""ZDXPYRJPNDTMRX-VKHMYHEASA-N"",""inchikey_b"":""ZDXPYRJPNDTMRX-GSVOUGTGSA-N"",""note"":""D-GLUTAMINE is the (R)-enantiomer of Glutamine, the (S)-enantiomer."",""origin"":""skeleton:ZDXPYRJPNDTMRX"",""relation"":""stereoisomer_of"",""skeleton"":""ZDXPYRJPNDTMRX""}"
K2:ZDYYEIJLRMPBFE-GOHCJOFJSA-N,K2:ZDYYEIJLRMPBFE-WHSGIHJSSA-N,R3-SAME-SKELETON,form_of,"{""a"":""CHEMBL602276"",""b"":""CHEMBL601445"",""inchikey_a"":""ZDYYEIJLRMPBFE-GOHCJOFJSA-N"",""inchikey_b"":""ZDYYEIJLRMPBFE-WHSGIHJSSA-N"",""note"":""CHEMBL601445 and CHEMBL602276 share the connectivity skeleton ZDYYEIJLRMPBFE and differ in the recorded stereochemistry."",""origin"":""skeleton:ZDYYEIJLRMPBFE"",""relation"":""stereoisomer_of"",""skeleton"":""ZDYYEIJLRMPBFE""}"
K1:6U5EA9RT2O,K1:YO7261ME24,R3-SAME-SKELETON,form_of,"{""a"":""Levocetirizine"",""b"":""Cetirizine"",""inchikey_a"":""ZKLPARSLTMPFCP-OAQYLSRUSA-N"",""inchikey_b"":""ZKLPARSLTMPFCP-UHFFFAOYSA-N"",""note"":""Levocetirizine carries defined stereochemistry; Cetirizine is recorded without it."",""origin"":""skeleton:ZKLPARSLTMPFCP"",""relation"":""stereoisomer_of"",""skeleton"":""ZKLPARSLTMPFCP""}"
K1:8S95DH25XC,K1:TYK22LML8F,R3-SAME-SKELETON,form_of,"{""a"":""Levomefolic acid"",""b"":""5-METHYLTETRAHYDROFOLIC Acid"",""inchikey_a"":""ZNOVTXRBGFNYRX-STQMWFEESA-N"",""inchikey_b"":""ZNOVTXRBGFNYRX-ABLWVSNPSA-N"",""note"":""5-METHYLTETRAHYDROFOLIC Acid and Levomefolic acid share the connectivity skeleton ZNOVTXRBGFNYRX and differ in the recorded stereochemistry."",""origin"":""skeleton:ZNOVTXRBGFNYRX"",""relation"":""stereoisomer_of"",""skeleton"":""ZNOVTXRBGFNYRX""}"
K1:08W354EC17,K1:7EC9WBC6KF,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""NM-404 I-124"",""b"":""IOPOFOSINE"",""origin"":""skeleton:ZOAIEFWMQLYMTF"",""reason"":""NM-404 I-124 and IOPOFOSINE differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:7P55415B0R,K1:K6396E6G8G,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Pib C-11"",""b"":""PITTSBURGH COMPOUND B UNLABELLED"",""origin"":""skeleton:ZQAQXZBSGZUUNL"",""reason"":""Pib C-11 and PITTSBURGH COMPOUND B UNLABELLED differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K2:ZRHWCAFAIHTQKD-KRWDZBQOSA-N,K2:ZRHWCAFAIHTQKD-QGZVFWFLSA-N,R3-SAME-SKELETON,form_of,"{""a"":""CHEMBL1475741"",""b"":""ABL127"",""inchikey_a"":""ZRHWCAFAIHTQKD-KRWDZBQOSA-N"",""inchikey_b"":""ZRHWCAFAIHTQKD-QGZVFWFLSA-N"",""note"":""CHEMBL1475741 is the (R)-enantiomer of ABL127, the (S)-enantiomer."",""origin"":""skeleton:ZRHWCAFAIHTQKD"",""relation"":""stereoisomer_of"",""skeleton"":""ZRHWCAFAIHTQKD""}"
K2:ZSTCZWJCLIRCOJ-DGCLKSJQSA-N,K2:ZSTCZWJCLIRCOJ-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""CHEMBL462313"",""b"":""Zilpaterol"",""inchikey_a"":""ZSTCZWJCLIRCOJ-DGCLKSJQSA-N"",""inchikey_b"":""ZSTCZWJCLIRCOJ-UHFFFAOYSA-N"",""note"":""CHEMBL462313 carries defined stereochemistry; Zilpaterol is recorded without it."",""origin"":""skeleton:ZSTCZWJCLIRCOJ"",""relation"":""stereoisomer_of"",""skeleton"":""ZSTCZWJCLIRCOJ""}"
K1:69GCA2KX22,K2:ZTCLCSCHTACERP-AWEZNQCLSA-N,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Deucrictibant"",""b"":""CRICTIBANT"",""origin"":""skeleton:ZTCLCSCHTACERP"",""reason"":""Deucrictibant and CRICTIBANT differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:7KWS230YJ1,K1:YD1DAU7167,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""1'-HYDROXYBENZBROMARONE, (+/-)-"",""b"":""Pozdeutinurad"",""origin"":""skeleton:ZYHWDBVIUWBPCO"",""reason"":""1'-HYDROXYBENZBROMARONE, (+/-)- and Pozdeutinurad differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:8LF7W971UM,K1:XCG95AYX3B,EXCEPTION-ISOTOPOLOGUE,keep_separate,"{""a"":""Flubrobenguane (18f)"",""b"":""FLUBROBENGUANE"",""origin"":""skeleton:ZYULQCDNUYJBRI"",""reason"":""Flubrobenguane (18f) and FLUBROBENGUANE differ in their isotopic layer; \u00a73.8 keeps isotopologues separate.""}"
K1:76H78MJJ52,K1:FF3207A72P,R3-SAME-SKELETON,form_of,"{""a"":""Alimemazine"",""b"":""Trimeprazine"",""inchikey_a"":""ZZHLYYDVIOPZBE-UHFFFAOYSA-N"",""inchikey_b"":""ZZHLYYDVIOPZBE-AWEZNQCLSA-N"",""note"":""Trimeprazine carries defined stereochemistry; Alimemazine is recorded without it."",""origin"":""skeleton:ZZHLYYDVIOPZBE"",""relation"":""stereoisomer_of"",""skeleton"":""ZZHLYYDVIOPZBE""}"
K1:EM5OCB9YJ6,K1:U6XMS339F5,R4-SAME-NAME-DIFFERENT-SKELETON,disambiguate,"{""a"":""Abiraterone Acetate"",""b"":""ABIRATERONE DECANOATE"",""normalised"":""abiraterone"",""origin"":""name:abiraterone"",""skeleton_a"":""UVIQSJCZCSLXRZ"",""skeleton_b"":""XPCSGTPPHYORKJ""}"
