key,slug,tier,display_name,indexable
K1:86Q357L16B,zinc-chloride,2,Zinc Chloride,f
K1:86R1NVR0HW,potassium-citrate-anhydrous,2,POTASSIUM CITRATE ANHYDROUS,f
K1:86R5J6D01D,raphanus-sativus,3,Daikon,f
K1:86S1ZD6L2C,pyrrole,2,Pyrrole,f
K1:86T288K8BS,ch-1504-l-isomer,3,CH-1504 L-ISOMER,f
K1:86TB3JLD8A,furofenac,3,Furofenac,f
K1:86TDZ5WP2B,suxibuzone,1,Suxibuzone,f
K1:86WEQ311WF,picumeterol,3,Picumeterol,f
K1:86Y5JME9KT,qn-302,3,QN-302,f
K1:86YZ7HCC8V,pf-06263276,3,PF-06263276,f
K1:870Q5BL2FN,morazone,3,Morazone,f
K1:871J6YOR8Q,benzyl-isothiocyanate,3,BENZYL ISOTHIOCYANATE,f
K1:871L5HXP4D,chlorfenvinphos-z,3,"CHLORFENVINPHOS, (Z)-",f
K1:871V0CE38C,meclorisone-dibutyrate,3,Meclorisone Dibutyrate,f
K1:8724FJW4M5,indole,2,Indole,f
K1:87299V3Q9W,azaserine,3,Azaserine,f
K1:8738M34B4Y,iosumetic-acid,3,Iosumetic acid,f
K1:8739X25QI3,afuresertib,3,Afuresertib,f
K1:873JZU3ASZ,symphoricarpos-albus-fruit,2,Symphoricarpos Albus Fruit,f
K1:873OI62848,bacillus-anthracis-strain-v770-np1-r-antigens,2,Bacillus Anthracis Strain V770-Np1-R Antigens,f
K1:874D12O72W,6-hydroxynorleucine,3,6-HYDROXYNORLEUCINE,f
K1:874HHB2V3S,olpadronic-acid,3,Olpadronic acid,f
K1:875AQ866X1,azamulin,3,Azamulin,f
K1:875Y4127EA,hetastarch,2,Hetastarch,f
K1:8762XZS5ZF,lifirafenib,3,Lifirafenib,f
K1:876351L05K,romifidine,2,Romifidine,f
K1:8767F421T7,hydroxyguanidine,3,HYDROXYGUANIDINE,f
K1:876K2ZK1OF,phytoene,3,Phytoene,f
K1:876SH4764F,glicondamide,3,Glicondamide,f
K1:877GWI46C2,crocin,1,Crocin,f
K1:877K0XW47A,betamethasone-benzoate,2,BETAMETHASONE BENZOATE,f
K1:877K5MQ27W,alprenolol,3,Alprenolol,f
K1:877L01IZ0P,ledum-palustre-twig,2,Ledum Palustre Twig,f
K1:877M97Z38Y,vtp-194204,3,VTP-194204,f
K1:8780F0K71U,nifenazone,3,Nifenazone,f
K1:878BVP1Q4D,oxysonium,3,Oxysonium,f
K1:878CEJ4HGX,pheneturide,3,Pheneturide,f
K1:879A12466H,itriglumide,3,Itriglumide,f
K1:879OVM0Y1S,fezagepras,3,Fezagepras,f
K1:87C4V63NWI,sulverapride,3,Sulverapride,f
K1:87CIC980Y0,tucidinostat,3,Tucidinostat,f
K1:87EJ76IO83,juglans-regia-whole,2,Juglans Regia Whole,f
K1:87GE52P74G,sea-salt,3,Sea Salt,f
K1:87GWG91S09,elamipretide,1,Elamipretide,t
K1:87I5H747BC,utibapril,3,Utibapril,f
K1:87KSH90Q6D,ar-ao-14418,3,AR-AO-14418,f
K1:87L38AY71R,arofylline,3,Arofylline,f
K1:87LA6FU830,tofacitinib,1,Tofacitinib,t
K1:87M90CV8NC,nipocalimab,2,Nipocalimab,f
K1:87M90CV8NC#aahu,nipocalimab-aahu,2,Nipocalimab-Aahu,f
K1:87MNT78TAZ,gatralimab,3,GATRALIMAB,f
K1:87P8K33Q5X,cetyl-myristoleate,3,Cetyl Myristoleate,f
K1:87PZ955YRB,frovocimab,3,Frovocimab,f
K1:87PZU03K0K,ferric-oxyhydroxide,2,Ferric Oxyhydroxide,f
K1:87T4327873,trevogrumab,1,Trevogrumab,f
K1:87T4T8BO2E,rotigotine,1,Rotigotine,t
K1:87T5QTN9SK,noribogaine,3,NORIBOGAINE,f
K1:87TMG6FJHV,mitomycin-a,3,MITOMYCIN A,f
K1:87TZD0JEBS,incb-057643,3,INCB-057643,f
K1:87U156LEN7,epicoccum-nigrum,3,Epicoccum Nigrum,f
K1:87UG89VA9K,canrenoic-acid,3,Canrenoic Acid,f
K1:87WYG7H65O,h3b-6545-free-base,3,H3B-6545 FREE BASE,f
K1:8809SNK4F7,n-desethyloxybutynin,3,N-DESETHYLOXYBUTYNIN,f
K1:880RIW1DED,sulfaethoxypyridazine,3,Sulfaethoxypyridazine,f
K1:880X05W53M,potassium-fluoride,2,Potassium Bifluoride,f
K1:880XXO778K,hydroxindasol,3,Hydroxindasol,f
K1:88174AK70T,tinazoline,3,Tinazoline,f
K1:88181ACA0M,norethynodrel,2,Noretynodrel,f
K1:883G6DMT63,isaxonine,1,Isaxonine,f
K1:883WKN7W8X,cortisone-acetate,2,Cortisone Acetate,f
K1:883YNL63WU,eprazinone,3,Eprazinone,f
K1:8841R2UJPG,zoniporide,3,Zoniporide,f
K1:88445508X3,fenpipramide,3,Fenpipramide,f
K1:88463U4SM5,sulfadoxine,2,Sulfadoxine,f
K1:884KT10YB7,ranitidine,1,Ranitidine,t
K1:884MN6AR44,nu-2058,3,NU-2058,f
K1:885452N0GZ,angelica-atropurpurea-root,2,Angelica Atropurpurea Root,f
K1:885F2S42LL,s-sulfocysteine,3,S-SULFOCYSTEINE,f
K1:88635FW2QX,tidutamab,3,Tidutamab,f
K1:886U3H6UFF,chloroquine-2,2,Chloroquine,f
K1:8871ZB4UGC,pentabamate,3,Pentabamate,f
K1:88755TAZ87,aminolevulinic-acid,2,Aminolevulinic Acid,f
K1:887VHL8899,glysobuzole,3,Glysobuzole,f
K1:887WQB35ME,tiamizide,3,Tiamizide,f
K1:8883YP2R6D,ivermectin,2,Ivermectin,f
K1:888Y08971B,ceruletide-diethylamine,1,Ceruletide,f
K1:8890V3217X,hydrastine,3,Hydrastine,f
K1:88928BS57E,mosedipimod,3,Mosedipimod,f
K1:8892KM4U61,imanixil,3,Imanixil,f
K1:8896RX4S4J,sumarotene,3,Sumarotene,f
K1:889F719S7K,bms-223131,3,BMS-223131,f
K1:88C1D8R8JW,albusomatropin,3,Albusomatropin,f
K1:88C55N56UU,secretin-unspecified,3,"Secretin, Unspecified",f
K1:88D34UY0QI,dacemazine,3,Dacemazine,f
K1:88JLS9ZM6C,carotene,3,Carotene,f
K1:88NI79737I,s-777469,3,S-777469,f
K1:88RM10ID0P,oxaliplatin,2,"1,2-DIAMINOCYCLOHEXANE, TRANS-(-)-",f
K1:88TWF8015Y,carbetocin,2,Carbetocin,f
K1:88VZV9HGT4,equus-caballus-skin,3,Equus Caballus Skin,f
K1:88WBI2D80S,vantictumab,3,Vantictumab,f
K1:88X9BPQ5N4,zotresiran,3,Zotresiran,f
K1:88XHZ13131,fumaric-acid,3,Fumaric Acid,f
K1:8908HU0G4K,simenepag-isopropyl,3,SIMENEPAG ISOPROPYL,f
K1:890E37NHMV,erdafitinib,2,Erdafitinib,f
K1:89134SCM7M,diloxanide,3,Diloxanide,f
K1:8915147A2B,perazine,3,PERAZINE,f
K1:891H89GFT4,bufuralol,3,Bufuralol,f
K1:89243S03TE,sermorelin,1,Sermorelin,f
K1:89386PYU9O,norgestrienone,3,Norgestrienone,f
K1:894KSI08XK,nurulimab,3,Nurulimab,f
K1:895O8QKF18,gataparsen,3,Gataparsen,f
K1:895OJP78MJ,e-flupentixol,3,E-FLUPENTIXOL,f
K1:895VG117HN,celgosivir,3,Celgosivir,f
K1:895X917GYE,etilevodopa,3,Etilevodopa,f
K1:8961SFA7R3,gimsilumab,3,Gimsilumab,f
K1:89741L759Z,osalmid,3,Osalmid,f
K1:89846MU42L,antafenite,3,Antafenite,f
K1:8986760I2S,diacetyl-benzoyl-lathyrol,3,Diacetyl Benzoyl Lathyrol,f
K1:898723IQHQ,gleptoferron,2,Gleptoferron,f
K1:89ATB9I3D2,sgn-cd123a,3,SGN-CD123A,f
K1:89B59H32VN,cephapirin,2,Cefapirin,f
K1:89BAT511BD,ulmus-americana-pollen,3,Ulmus Americana Pollen,f
K1:89BT58KELH,boceprevir,2,Boceprevir,f
K1:89DS0H96TB,zinc-sulfate,2,Zinc Sulfate,f
K1:89IEJ09R73,giardia-lamblia,2,Giardia Lamblia,f
K1:89NA02M4RX,pectin,1,Pectin,t
K1:89Q735AA4A,metrafazoline,3,Metrafazoline,f
K1:89RAG7SB3B,fenclofos,3,Fenclofos,f
K1:89RBZ66NVC,indisetron,3,Indisetron,f
K1:89T13OHQ2B,agar,2,Agar,f
K1:89TPE33M27,flurocitabine,3,Flurocitabine,f
K1:89VN5RQ48X,4-1h-purin-6-yl-morpholine,3,4-(1H-PURIN-6-YL)MORPHOLINE,f
K1:89VP85U2R1,larrea-divaricata-whole,3,Larrea Divaricata Whole,f
K1:89Y4M234ES,bacitracin-zinc,2,Bacitracin Zinc,f
K1:8A3NP33E5M,tetrabenazine,2,Tetrabenazine,f
K1:8A49OSO368,filanesib,3,Filanesib,f
K1:8A5D83Q4RW,glucuronic-acid,3,Glucuronic Acid,f
K1:8A5G600D9V,norucholic-acid,3,Norucholic acid,f
K1:8A5OIA91GT,diproteverine,3,Diproteverine,f
K1:8A63K3TN0U,sumecigrel,3,Sumecigrel,f
K1:8A6OMU3I8L,blackberry,3,Blackberry,f
K1:8A7F670F2Y,sacrosidase,2,Sacrosidase,f
K1:8A8FOB4J3U,serazapine,3,Serazapine,f
K1:8A8NY1Z12E,perfomedil,3,Perfomedil,f
K1:8A94843BM7,agastache-urticifolia-whole,3,Agastache Urticifolia Whole,f
K1:8A96H4311N,hydroxytetracaine,3,Hydroxytetracaine,f
K1:8A9RZ3HN8W,evofosfamide,3,Evofosfamide,f
K1:8AB20823CK,pyrithyldione,3,Pyrithyldione,f
K1:8AD0I300BR,ceanothus-americanus-whole,3,Ceanothus Americanus Whole,f
K1:8AE88M5N5V,metbufen,3,Metbufen,f
K1:8AFK6F91EQ,carpipramine,3,Carpipramine,f
K1:8ARY01XRYU,pirbenicillin,3,Pirbenicillin,f
K1:8ATB1C1R6X,cilomilast,3,Cilomilast,f
K1:8AZ283GK93,solasulfone-free-acid,3,Solasulfone Free Acid,f
K1:8B1J60R28A,firastotug,3,Firastotug,f
K1:8B1QWR724A,reserpine,1,Reserpine,f
K1:8B1RL9B4ZJ,calcium-hypophosphite,2,Hypophosphorous Acid,f
K1:8B269H8XVH,fritillaria,3,Fritillaria,f
K1:8B2807733D,prednisolone-acetate,2,PREDNISOLONE ACETATE,f
K1:8B2ZCK305O,morpholine,3,MORPHOLINE,f
K1:8B5KCA0GAK,amolimogene-bepiplasmid,3,Amolimogene bepiplasmid,f
K1:8B8GHO5O27,polybenzarsol,3,Polybenzarsol,f
K1:8B8VV1W6FZ,izokibep,3,Izokibep,f
K1:8B97A88D35,azd-8835,3,AZD-8835,f
K1:8B9I31H724,isopropamide,1,Isopropamide,f
K1:8BA8T27317,mephedrone,1,Mephedrone,f
K1:8BC08N1MS5,pf-00217830,3,PF-00217830,f
K1:8BC4CUT4JL,cardamom,3,Cardamom,f
K1:8BK3483OW5,nu-3,3,NU-3,f
K1:8BK5DLR67A,cloxypendyl,3,Cloxypendyl,f
K1:8BK6YA62H6,beta-carotene,2,".BETA.-CAROTENE, (13Z)-",f
K1:8BQ45Q6VCL,tenocyclidine,3,Tenocyclidine,f
K1:8BR2SOL3L1,radium-ra-223,3,RADIUM RA-223,f
K1:8BS3E41XVP,nihydrazone,3,Nihydrazone,f
K1:8BT63DA42E,indiplon,3,Indiplon,f
K1:8C2O37Y44Q,deoxyguanosine-triphosphate,3,DEOXYGUANOSINE TRIPHOSPHATE,f
K1:8C367IY4EY,bordetella-pertussis-filamentous-hemagglutinin-antigen,3,Bordetella Pertussis Filamentous Hemagglutinin Antigen (FORMALDEHYDE INACTIVATED),f
K1:8C3Z4148WZ,sodium-alginate,2,Alginic Acid,f
K1:8C63R2Y02M,revexepride,3,Revexepride,f
K1:8C7CJ279RV,ethyl-nitrite,2,Ethyl Nitrite,f
K1:8C7XEW3K7S,bamocaftor,3,Bamocaftor,f
K1:8C9VEZ8JB3,n-n-dimethyl-4-4-phenyl-1h-pyrazol-3-yl-1h-pyrrole-2-carboxamide,3,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",f
K1:8CBV67279L,cupric-cation,3,Cupric Cation,f
K1:8CF93KW41W,bacillus-subtilis,2,Bacillus Subtilis,f
K1:8CFL28PA3W,morinamide,3,Morinamide,f
K1:8CM77ZQ65K,nexeridine,3,Nexeridine,f
K1:8CVR3Q9Y6C,vinpoline,3,Vinpoline,f
K1:8CWA86931H,morinda-officinalis-whole,3,Morinda Officinalis Whole,f
K1:8CZ82ZYY9X,tolebrutinib,2,Tolebrutinib,f
K1:8CZS546954,lime,3,Lime (CITRUS),f
K1:8D24LWT4FK,dexborneol,3,DEXBORNEOL,f
K1:8D3PZX7G73,ngx-267,3,NGX-267,f
K1:8D4SNN7V92,propyl-gallate,3,PROPYL GALLATE,f
K1:8D6Q5LNG3D,cod-unspecified,3,"Cod, Unspecified",f
K1:8D7B37T28G,satraplatin,3,Satraplatin,f
K1:8DEE7H3XAB,methyl-phenothiazin-2-yl-ketone,3,Methyl PHENOTHIAZIN-2-YL Ketone,f
K1:8DLP7XK3VH,ker-047,3,KER-047,f
K1:8DM1R7808M,3-phosphonopropanoic-acid,3,3-PHOSPHONOPROPANOIC Acid,f
K1:8DQ4YVG4D5,efbalropendekin-alfa,3,Efbalropendekin alfa,f
K1:8DS6G120HJ,horseradish,3,Horseradish,f
K1:8DUH1N11BX,tryptophan,1,Tryptophan,t
K1:8DW238I7ZI,coix-lacryma-jobi-ma-yuen-seed,3,Coix Lacryma-Jobi Ma-Yuen Seed,f
K1:8DY2X8LXW4,gossypol-r,3,"GOSSYPOL, (R)-",f
K1:8E05T07Z6W,iptacopan,2,Iptacopan,f
K1:8E21R0Z4M5,formocortal,3,Formocortal,f
K1:8E272251DI,pulsatilla-pratensis,2,Anemone Pratensis,f
K1:8E3HI6QQ9J,labetuzumab-govitecan,3,Labetuzumab govitecan,f
K1:8E7358CX1J,olea-europaea-fruit-volatile-oil,3,Olea Europaea Fruit Volatile Oil,f
K1:8E7S519M3P,cyclohexanol,3,Cyclohexanol,f
K1:8E88WSA6X3,upanovimab,3,Upanovimab,f
K1:8E92V52324,fenoxypropazine,1,Fenoxypropazine,f
K1:8E9NT44R8I,turkey,2,Turkey,f
K1:8EE22OKO88,trocimine,3,Trocimine,f
K1:8EF1Z1238F,gamma-tocopherol,3,GAMMA-TOCOPHEROL,f
K1:8EK0RD3M21,tre-515,3,TRE-515,f
K1:8EKI9QEE2H,calcium-iodide,2,Calcium Iodide,f
K1:8ENS5K3JW8,dalzanemdor,3,Dalzanemdor,f
K1:8EOO6HQF8Y,adagrasib,2,Adagrasib,f
K1:8EPZ3U4PSS,ficonalkib,3,Ficonalkib,f
K1:8ER98W0K2C,marlumotide,3,Marlumotide,f
K1:8ES4CE6CXN,tedromer,3,TEDROMER,f
K1:8ET970D66K,alimadol,3,Alimadol,f
K1:8ETK1WAF6R,thiethylperazine,1,Thiethylperazine,f
K1:8EU82FAZ5J,riboprine,3,Riboprine,f
K1:8EUL29XUQT,flurandrenolide,2,Fludroxycortide,f
K1:8EUTMEPN0L,alm-201,3,ALM-201,f
K1:8F049NKY49,calcium-polycarbophil,2,Calcium Polycarbophil,f
K1:8F5X4B082E,lixivaptan,3,Lixivaptan,f
K1:8F63U28T2V,imexon,3,Imexon,f
K1:8F8C1JQH53,methoserpidine,3,Methoserpidine,f
K1:8FB1K07F16,prothrombin,2,PROTHROMBIN,f
K1:8FE7LTN8XE,misonidazole,3,Misonidazole,f
K1:8FFQ0L4R3B,befovacimab,3,Befovacimab,f
K1:8FG9H9D31J,tafamidis-2,2,Tafamidis,f
K1:8FL9JE4Q9H,trabikibart,3,Trabikibart,f
K1:8FOJ430U94#beco,somapacitan-beco,2,Somapacitan-Beco,f
K1:8FP5Y6U39R,cloperidone,3,Cloperidone,f
K1:8FP93ED6H2,hamamelis-virginiana-leaf-water,3,Hamamelis Virginiana Leaf Water,f
K1:8FU589W85C,alpha-methylfentanyl,3,.ALPHA.-METHYLFENTANYL,f
K1:8FU7FQ8UPK,sintilimab,3,Sintilimab,f
K1:8FUE2D4G82,vilastobart,3,Vilastobart,f
K1:8FVI4DU91L,ethyl-cartrizoate,3,Ethyl cartrizoate,f
K1:8FYM5179QJ,follicle-stimulating-hormone-porcine,2,Follicle Stimulating Hormone (PORCINE),f
K1:8G02RSW5CM,oxametacin,3,Oxametacin,f
K1:8G09Z6AF2T,metetoin,3,Metetoin,f
K1:8G167061QZ,ethambutol-2,2,Ethambutol,f
K1:8G388563M7,telotristat-ethyl,1,Telotristat Ethyl,t
K1:8G4FJ7F8EY,lixmabegagene-relduparvovec,3,Lixmabegagene relduparvovec,f
K1:8G6X94GNHO,diethylhomospermine,3,DIETHYLHOMOSPERMINE,f
K1:8G8Q40DI8T,truxicurium,3,Truxicurium,f
K1:8GB79LOJ07,bictegravir,2,Bictegravir,f
K1:8GJK87S89F,treprostinil-palmitil,3,TREPROSTINIL PALMITIL,f
K1:8GKF7V499B,edaglitazone,3,Edaglitazone,f
K1:8GM2J22278,bacampicillin,2,Bacampicillin,f
K1:8GN84GWX51,testosterone-phenylpropionate,3,Testosterone Phenylpropionate,f
K1:8GOM182CI3,eurycoma-longifolia-whole,3,Eurycoma Longifolia Whole,f
K1:8GTS82S83M,diphenhydramine,1,Diphenhydramine,t
K1:8GU15N96I8,4-2-hydroxy-3-isopropylaminopropoxy-indene,3,4-(2-HYDROXY-3-ISOPROPYLAMINOPROPOXY)INDENE,f
K1:8GZG754X6M,gemtuzumab-ozogamicin,1,Gemtuzumab ozogamicin,t
K1:8H4VM8NQA5,cervus-elaphus-horn,3,Cervus Elaphus Horn,f
K1:8H6056DWN2,1-aminoanthracene,3,1-AMINOANTHRACENE,f
K1:8H61Y4E29N,ortataxel,3,Ortataxel,f
K1:8H84LFK2QD,saposhnikovia-divaricata-root,3,Saposhnikovia Divaricata Root,f
K1:8H8Z5UER66,lithium-ion,3,LITHIUM ION,f
K1:8HBT2JRJ5T,ledoxantrone,3,Ledoxantrone,f
K1:8HIJ5G3O02,mk-0731,3,MK-0731,f
K1:8HJU36244L,oryctolagus-cuniculus-cartilage,3,Oryctolagus Cuniculus Cartilage,f
K1:8HO6PVN24W,carnosine,3,Carnosine,f
K1:8HPY7RGH6D,regn-3048,3,REGN-3048,f
K1:8HQJ711KH8,clocinizine,3,Clocinizine,f
K1:8HR4QJ6DW8,mometasone-2,2,MOMETASONE,f
K1:8HTT8BIO11,sisapronil,3,Sisapronil,f
K1:8HV55C85DW,gsk-729327,3,GSK-729327,f
K1:8HW4YBZ748,oxidopamine,3,Oxidopamine,f
K1:8HZE76Y44L,pleurotus-ostreatus-whole,2,Pleurotus Ostreatus Whole,f
K1:8I16YLE4US,tecalcet,3,Tecalcet,f
K1:8I2PXY292P,ficus-carica-flower-bud,2,Ficus Carica Flower Bud,f
K1:8I5L034D55,onternabez,3,Onternabez,f
K1:8I7IO46IVQ,saxagliptin,1,Saxagliptin Anhydrous,t
K1:8I9S6401XZ,rocapuldencel-t,3,ROCAPULDENCEL-T,f
K1:8ID597Z82X,calcium-alpha-ketoglutarate,1,Alpha Ketoglutarate,t
K1:8IGQ156Z07,taniborbactam,3,Taniborbactam,f
K1:8IHI69PQTC,technetium-tc-99m-tilmanocept,2,Technetium Tc-99m Tilmanocept,f
K1:8IKK64FJVX,chlormidazole,3,Chlormidazole,f
K1:8IN4W55F02,fluretofen,3,Fluretofen,f
K1:8IVL8S1U34,xinidamine,3,Xinidamine,f
K1:8J18RFO4A8,blue-crab,3,Blue Crab,f
K1:8J337D1HZY,cytosine,3,CYTOSINE,f
K1:8J6B3YN1PM,barleria-lupulina-whole,3,Barleria Lupulina Whole,f
K1:8J763HFF5N,clopidol,2,Clopidol,f
K1:8J8O0MK4JG,spirgetine,3,Spirgetine,f
K1:8J97CUZ4HX,fenethazine,3,Fenethazine,f
K1:8JAG41IE4M,phoma-exigua-var-exigua,3,Phoma Exigua Var. Exigua,f
K1:8JAK753213,valdipromide,3,Valdipromide,f
K1:8JBE478M5Q,hordeum-vulgare-whole,3,Hordeum Vulgare Whole,f
K1:8JC99XGU4W,collagen-soluble-fish-skin,3,"Collagen, Soluble, Fish Skin",f
K1:8JD13PH39Q,quillifoline,3,Quillifoline,f
K1:8JG5454O0D,tetriprofen,3,Tetriprofen,f
K1:8JI63CFH5V,otx-008,3,OTX-008,f
K1:8JJC99KHGL,martinostat,3,Martinostat,f
K1:8JK52K9ENC,n1-4-methyl-2-nitrophenyl-1-3-propanediamine,3,"N1-(4-METHYL-2-NITROPHENYL)-1,3-PROPANEDIAMINE",f
K1:8JM482TI79,rosmarinus-officinalis-flowering-top,2,Rosmarinus Officinalis Flowering Top,f
K1:8JSV4O30HQ,menogaril,3,Menogaril,f
K1:8JTY7VW9J8,tegrenmeran,3,Tegrenmeran,f
K1:8JU4Y2PP36,cugrastomig,3,Cugrastomig,f
K1:8JXN261VVA,toripalimab,1,Toripalimab,t
K1:8JXN261VVA#tpzi,toripalimab-tpzi,2,Toripalimab-Tpzi,f
K1:8JYO8VTR11,bms-823778-free-base,3,BMS-823778 Free Base,f
K1:8K1MK5E1FY,couch-grass,2,Couch Grass,f
K1:8K31Q2S66S,s-adenosyl-l-homocysteine,3,S-ADENOSYL-L-HOMOCYSTEINE,f
K1:8K3CVY8F8V,mofarotene,3,Mofarotene,f
K1:8K80YB5GMG,rilonacept,1,Rilonacept,t
K1:8K8XT2KBG3,pha-408,3,PHA-408,f
K1:8K93Z46WPY,cartazolate,3,Cartazolate,f
K1:8K9DCX606Z,penstemon-davidsonii-whole,3,Penstemon Davidsonii Whole,f
K1:8K9WQD78R6,oxadimedine,3,Oxadimedine,f
K1:8KDG09A4GO,quercus-virginiana-pollen,3,Quercus Virginiana Pollen,f
K1:8KFK4W7KP7,moschus-moschiferus-musk-sac-resin,3,Moschus Moschiferus Musk Sac Resin,f
K1:8KFO2187CP,ciforadenant,3,Ciforadenant,f
K1:8KG991E7BN,solamargine,3,SOLAMARGINE,f
K1:8KGS1DC5ZU,harpagoside,3,Harpagoside,f
K1:8KI671F2NS,disogluside,3,Disogluside,f
K1:8KIK8VI3TB,potassium-borate,3,Tetraboric Acid,f
K1:8KK1UTR6IF,cysteine,2,2-(((2R)-2-AMINO-2-CARBOXYETHYL)THIO)BUTANEDIOIC Acid 2-METHYL Ester,f
K1:8KK8CQ2K8G,niclosamide,1,Niclosamide,f
K1:8KQ660G60G,carbimazole,2,Carbimazole,f
K1:8KR602T33Q,ristianol,3,Ristianol,f
K1:8KVN8C4I9P,trethocanic-acid,3,Trethocanic acid,f
K1:8KWZ834LZM,2-thiophen-2-ylethanoylamino-methylboronic-acid,3,(2-THIOPHEN-2-YLETHANOYLAMINO)METHYLBORONIC Acid,f
K1:8L22ANN83S,astaxanthin,1,"ASTAXANTHIN, (R,R)-",t
K1:8L28IWF365,clematis-recta-whole,3,Clematis Recta Whole,f
K1:8L3OAJ1R5A,uk-432097,3,UK-432097,f
K1:8L5014XET7,terazosin,2,Terazosin,f
K1:8L58PZ90OR,fagopyrum,3,Fagopyrum,f
K1:8L6LAK9BTR,estrogens-conjugated-synthetic-b,1,"Estrogens, Conjugated Synthetic B",f
K1:8L70Q75FXE,adenosine-triphosphate-2,3,ADENOSINE TRIPHOSPHATE,f
K1:8L72OKJ7II,thymus-vulgaris-whole,3,Thymus Vulgaris Whole,f
K1:8L7891MRB6,encorafenib,2,Encorafenib,f
K1:8L976E3N4N,apg-2449,3,APG-2449,f
K1:8LAP87DNSZ,chs-828,3,CHS-828,f
K1:8LF7W971UM,flubrobenguane-18f,3,Flubrobenguane (18f),f
K1:8LGC0BOA71,dexamethasone-isonicotinate,3,Dexamethasone Isonicotinate,f
K1:8LGU7VM393,rosemary-oil,2,Rosemary Oil,f
K1:8LH16383PK,pyrazolam,3,Pyrazolam,f
K1:8LJ6NC6D44,5-deoxy-5-fluoroadenosine,3,5'-DEOXY-5'-FLUOROADENOSINE,f
K1:8LL210O1U0,isobutyric-acid,3,Isobutyric Acid,f
K1:8LL8S712J7,methylmalonic-acid,3,METHYLMALONIC ACID,f
K1:8LMO6J899I,trepipam,3,Trepipam,f
K1:8LR978PU7Y,verbascum-densiflorum-flowering-top,3,Verbascum Densiflorum Flowering Top,f
K1:8LTY55LQ8D,black-mustard-seed,2,Black Mustard,f
K1:8LV49809UC,chromium-trioxide,2,Chromium Trioxide,f
K1:8LZ6Q43V2S,nbqx,3,NBQX,f
K1:8M09P36809,piberaline,3,Piberaline,f
K1:8M1MQ85WYE,ipexidine,3,Ipexidine,f
K1:8M1YF8951V,ceforanide,1,Ceforanide,f
K1:8M28A9O41G,acodazole,3,Acodazole,f
K1:8M31J5031Q,itarnafloxin,3,Itarnafloxin,f
K1:8M3Q8XZ6MJ,alizulatide-vixocianine,3,Alizulatide vixocianine,f
K1:8M4GC1EOB4,olpasiran,3,Olpasiran,f
K1:8M4L3H2ZVZ,sodium-nitrate-2,1,SODIUM NITRATE,t
K1:8M568DM08K,lenampicillin,3,Lenampicillin,f
K1:8M7EWM4FYE,biib-095,3,BIIB-095,f
K1:8M7V7Q6537,pegunigalsidase-alfa,2,Pegunigalsidase alfa,f
K1:8M7V7Q6537#iwxj,pegunigalsidase-alfa-iwxj,2,Pegunigalsidase Alfa-Iwxj,f
K1:8MDF5V39QO,sodium-bicarbonate,1,Sodium Bicarbonate,t
K1:8MF6L4447J,flunoprost,3,Flunoprost,f
K1:8MJ40K4117,boxidine,3,Boxidine,f
K1:8MK3PL8DNZ,faralimomab,3,Faralimomab,f
K1:8MKS280XJW,imipraminoxide,3,Imipraminoxide,f
K1:8MMU177964,lufironil,3,Lufironil,f
K1:8MSM5N7RMK,givastomig,3,Givastomig,f
K1:8MSY49469G,18f-fluoromisonidazole,3,[18F]FLUOROMISONIDAZOLE,f
K1:8MXU1P42J0,centella-asiatica-root,2,Centella Asiatica Root,f
K1:8MYC33932O,lipase,2,Lipase,f
K1:8N0K3807ZW,quillaja,3,Quillaja,f
K1:8N34F5Z76Y,pseudotsuga-menziesii-resin,3,Hemlock,f
K1:8N4GJY7Y56,etafilcon-a,3,ETAFILCON A,f
K1:8N5BE1I42E,amidapsone,3,Amidapsone,f
K1:8N66VC535R,zylofuramine,3,Zylofuramine,f
K1:8N6VTJ9IWV,iris-x-germanica-root,2,Iris Germanica Root,f
K1:8N86XTF9QD,clinafloxacin,3,Clinafloxacin,f
K1:8N8Q74HVN3,arjunolic-acid,3,Arjunolic Acid,f
K1:8NA53C271Z,sulochrin,3,SULOCHRIN,f
K1:8NA5SWF92O,lsd,3,Lysergide,f
K1:8NC0C2YXK0,leonurus-cardiaca,2,Leonurus Cardiaca,f
K1:8NF31401XG,carteolol-2,2,Carteolol,f
K1:8NFQ3F76WR,morin,3,MORIN,f
K1:8NL88VMV8G,ketoconazole-n-oxide,2,Ketoconazole N-Oxide,f
K1:8NO3IX3KJ7,saviprazole,3,Saviprazole,f
K1:8NT43GG2HA,allobarbital,3,Allobarbital,f
K1:8NT850T0YS,methylene-bis-benzotriazolyl-tetramethylbutylphenol,2,Bisoctrizole,f
K1:8NVY8268MY,technetium-tc-99m-mertiatide-kit,2,Mertiatide,f
K1:8NX2133F3J,2-ethylhexyl-hydrogen-sulfate,3,2-ETHYLHEXYL Hydrogen Sulfate,f
K1:8NZ4E0K3NM,dorgenmeltucel-l-ham-1,3,DORGENMELTUCEL-L (HAM-1),f
K1:8O0C852CPO,natamycin,2,Natamycin,f
K1:8O2MBI99WR,musa-acuminata-whole,3,Musa Acuminata Whole,f
